"regulator","TU_prom","Effect","Evidence","Evidence_Level","regulator_id","Promoter","TU","gene_id","Category"
"IHF","plaR[plaRp]","-","[APPH, GEA, IEP, IMP, LTED, APIORCISFBSCS, BPP]","STRONG","b0912,b1712","plaRp","plaR","b3574","TF"
"IHF","proVWX[proVp3]","+","[GEA, APPH, GEA, IEP, IMP, PM, BPP]","STRONG","b0912,b1712","proVp3","proVWX","b2677,b2678,b2679","TF"
"IHF","pspABCDE[pspAp]","+","[GEA, APPH, GEA, IEP, IMP, LTED, APIORCISFBSCS, BCE, BPP]","STRONG","b0912,b1712","pspAp","pspABCDE","b1305,b1306,b1307,b1304,b1308","TF"
"IHF","pspG[pspGp]","+","[APPH, GEA, IEP, IMP, AISGDTU, ICA]","STRONG","b0912,b1712","pspGp","pspG","b4758,b4050","TF"
"IHF","pstS[pstSp]","+","[GEA, APPH, GEA, IEP, IMP, BTEI, BPP]","STRONG","b0912,b1712","pstSp","pstS","b3728","TF"
"IHF","pstS[pstSp2]","+","[GEA, APPH, GEA, IEP, IMP, BTEI, BPP]","STRONG","b0912,b1712","pstSp2","pstS","b3728","TF"
"IHF","pstSCA[pstSp]","+","[GEA, APPH, GEA, IEP, IMP, BTEI, BPP]","STRONG","b0912,b1712","pstSp","pstSCA","b3726,b3727,b3728","TF"
"IHF","pstSCA[pstSp2]","+","[GEA, APPH, GEA, IEP, IMP, BTEI, BPP]","STRONG","b0912,b1712","pstSp2","pstSCA","b3726,b3727,b3728","TF"
"IHF","pstSCAB-phoU[pstSp]","+","[GEA, APPH, GEA, IEP, IMP, LTED, PAGTSBP, BPP]","STRONG","b0912,b1712","pstSp","pstSCAB-phoU","b3724,b3725,b3726,b3727,b3728","TF"
"IHF","pstSCAB-phoU[pstSp2]","+","[GEA, APPH, GEA, IEP, IMP, LTED, PAGTSBP, BPP]","STRONG","b0912,b1712","pstSp2","pstSCAB-phoU","b3724,b3725,b3726,b3727,b3728","TF"
"IHF","rpoE-rseABC[rpoEp1b]","-","[GEA, IC, APPH, GEA, IEP, IMP, BTEI, ITCR, APIORCISFBSCS, IC]","STRONG","b0912,b1712","rpoEp1b","rpoE-rseABC","b2570,b2572,b2573,b2571,b4725","TF"
"IHF","rpoH[rpoHp6]","+","[GEA, APPH, GEA, IEP, IMP, BTEI, BPP]","STRONG","b0912,b1712","rpoHp6","rpoH","b3461","TF"
"IHF","rtcBA[rtcBp]","+","[APPH, GEA, IEP, IMP, PM, AIBSCS]","STRONG","b0912,b1712","rtcBp","rtcBA","b4475,b3421","TF"
"IHF","sodA[sodAp]","-","[APPH, GEA, IEP, IMP, BTEI, APIORCISFBSCS, BPP]","STRONG","b0912,b1712","sodAp","sodA","b3908","TF"
"IHF","sodB[sodBp]","-","[GEA, APPH, GEA, IEP, IMP, AIBSCS]","STRONG","b0912,b1712","sodBp","sodB","b1656","TF"
"IHF","sra[srap]","+","[GEA, APPH, GEA, IEP, IMP, BTEI, BPP]","STRONG","b0912,b1712","srap","sra","b1480","TF"
"IHF","ssuEADCB[ssuEp]","+","[GEA, APPH, GEA, IEP, IMP, BTEI, APIORCISFBSCS, BPP]","STRONG","b0912,b1712","ssuEp","ssuEADCB","b0933,b0934,b0935,b0936,b0937","TF"
"IHF","sucAB[sucAp]","-","[GEA, APPH, GEA, IEP, IMP, BTEI, BPP]","STRONG","b0912,b1712","sucAp","sucAB","b0726,b0727","TF"
"IHF","sucABCD-sdhX[sucAp]","-","[GEA, APPH, GEA, IEP, IMP, LTED, BPP]","STRONG","b0912,b1712","sucAp","sucABCD-sdhX","b4764,b0726,b0727,b0728,b0729","TF"
"IHF","sufABCDSE[sufAp]","+","[APPH, GEA, IEP, IMP, ITCR, PAGTSBP, BPP, SM]","STRONG","b0912,b1712","sufAp","sufABCDSE","b1679,b1680,b1681,b1682,b1683,b1684","TF"
"IHF","tdcABCDEFG[tdcAp]","+","[APPH, GEA, IEP, IMP, BTEI, CV(LTED/PM), LTED, PM, APIORCISFBSCS, BCE, BPP, SM]","CONFIRMED","b0912,b1712","tdcAp","tdcABCDEFG","b3118,b4471,b3113,b3114,b3115,b3116,b3117","TF"
"IHF","tyrP[tyrPp1]","-","[GEA, APPH, GEA, IEP, IMP, AISGDTU, BTEI, BPP]","STRONG","b0912,b1712","tyrPp1","tyrP","b1907","TF"
"IHF","ubiCA[ubiCp]","-","[GEA, APPH, GEA, IEP, IMP, APIORCISFBSCS]","STRONG","b0912,b1712","ubiCp","ubiCA","b4039,b4040","TF"
"IHF","ulaABCDEF[ulaAp]","-","[NTAS, APPH, GEA, IEP, IMP, BTEI, ITCR, BPP]","STRONG","b0912,b1712","ulaAp","ulaABCDEF","b4193,b4194,b4195,b4196,b4197,b4198","TF"
"IHF","ulaG[ulaGp]","-","[GEA, APPH, GEA, IEP, IMP, BTEI, BPP]","STRONG","b0912,b1712","ulaGp","ulaG","b4192","TF"
"IHF","uspA[uspAp1]","+","[GEA, APPH, GEA, IEP, IMP, BTEI, LTED, APIORCISFBSCS]","STRONG","b0912,b1712","uspAp1","uspA","b3495","TF"
"IHF","uspB[uspBp]","-","[GEA, APPH, GEA, IEP, IMP, APIORCISFBSCS]","STRONG","b0912,b1712","uspBp","uspB","b3494","TF"
"IHF","yadV-htrE[yadVp1]","+","[GEA, APPH, GEA, IEP, IMP, PM, BPP]","STRONG","b0912,b1712","yadVp1","yadV-htrE","b0139,b0140","TF"
"IHF","yadV-htrE[yadVp2]","+","[GEA, APPH, GEA, IEP, IMP, PM, BPP]","STRONG","b0912,b1712","yadVp2","yadV-htrE","b0139,b0140","TF"
"IHF","yadV-htrE[yadVp3]","+","[GEA, APPH, GEA, IEP, IMP, PM, BPP]","STRONG","b0912,b1712","yadVp3","yadV-htrE","b0139,b0140","TF"
"IHF","yeiL[yeiLp]","+","[GEA, APPH, GEA, IEP, IMP, APIORCISFBSCS]","STRONG","b0912,b1712","yeiLp","yeiL","b2163","TF"
"IHF","yiaKLMNO-lyx-sgbHUE[yiaKp1]","+","[GEA, APPH, GEA, IEP, IMP, BTEI, CV(LTED/PM), LTED, PM, APIORCISFBSCS, BPP, SM]","CONFIRMED","b0912,b1712","yiaKp1","yiaKLMNO-lyx-sgbHUE","b3575,b3576,b3577,b3578,b3579,b3580,b3581,b3582,b3583","TF"
"IHF","yjbE[yjbEp1]","+","[APPH, GEA, IEP, IMP, BTEI, ICWHO, LTED, APIORCISFBSCS, BPP]","STRONG","b0912,b1712","yjbEp1","yjbE","b4026","TF"
"IHF","yjbEFGH[yjbEp1]","+","[APPH, GEA, IEP, IMP, CV(LTED/PM), LTED, PAGTSBP, PM, APIORCISFBSCS, BPP]","CONFIRMED","b0912,b1712","yjbEp1","yjbEFGH","b4026,b4027,b4028,b4029","TF"
"IclR","aceBAK[aceBp]","-","[GEA, APPH, HIFS, IEP, IFC, IPI, PM, APIORCISFBSCS, BPP]","STRONG","b4018","aceBp","aceBAK","b4014,b4015,b4016","TF"
"IclR","iclR[iclRp]","-","[GEA, APPH, HIFS, IEP, IFC, IPI, APIORCISFBSCS, BPP]","STRONG","b4018","iclRp","iclR","b4018","TF"
"IdnR","gntK[gntKp]","-","[GEA, IEP, BTEI]","WEAK","b4264","gntKp","gntK","b3437","TF"
"IdnR","gntKU[gntKp]","-","[GEA, IEP, BTEI, LTED]","STRONG","b4264","gntKp","gntKU","b4476,b3437","TF"
"IdnR","idnDOTR[idnDp]","+","[GEA, IEP, LTED, AIBSCS]","STRONG","b4264","idnDp","idnDOTR","b4264,b4265,b4266,b4267","TF"
"IdnR","idnK[idnKp]","+","[GEA, IEP, BTEI, AIBSCS]","WEAK","b4264","idnKp","idnK","b4268","TF"
"IlvY","ilvC[ilvCp]","+","[GEA, IC, AIFS, IPI, APIORCISFBSCS, BCE, BPP, IC]","STRONG","b3773","ilvCp","ilvC","b3774","TF"
"IlvY","ilvY[ilvYp1]","-","[GEA, IC, AIFS, IPI, APIORCISFBSCS, BCE, BPP, IC]","STRONG","b3773","ilvYp1","ilvY","b3773","TF"
"IlvY","ilvY[ilvYp2]","-","[GEA, IC, AIFS, IPI, APIORCISFBSCS, BCE, BPP, IC]","STRONG","b3773","ilvYp2","ilvY","b3773","TF"
"IscR","erpA[erpAp]","-","[GEA, APPHINH, IEP, IMP, BPP]","STRONG","b2531","erpAp","erpA","b0156","TF"
"IscR","hyaABCDEF[hyaAp]","-","[GEA, APPHINH, IEP, IMP, BTEI, ITCR, BPP, APIORCISFBSCS]","STRONG","b2531","hyaAp","hyaABCDEF","b0975,b0976,b0972,b0973,b0974,b0977","TF"
"IscR","hyaABCDEF[hyaAp2]","-","[GEA, APPHINH, IEP, IMP, BTEI, ITCR, BPP, APIORCISFBSCS]","STRONG","b2531","hyaAp2","hyaABCDEF","b0975,b0976,b0972,b0973,b0974,b0977","TF"
"IscR","iscRSUA[iscRp]","-","[GEA, APPHINH, IEP, IMP, IEP, ITCR, PM, BPP, SM]","STRONG","b2531","iscRp","iscRSUA","b2531,b2529,b2528,b2530","TF"
"IscR","napFDAGHBC[napFp3]","-","[GEA, APPHINH, IEP, IMP, BPP]","STRONG","b2531","napFp3","napFDAGHBC","b2208,b2207,b2202,b2203,b2204,b2205,b2206","TF"
"IscR","nfuA[nfuAp1]","-","[GEA, APPHINH, IEP, IMP, BPP]","STRONG","b2531","nfuAp1","nfuA","b3414","TF"
"IscR","nrdHIEF[nrdHp]","+","[GEA, APPHINH, IEP, IMP, LTED, BPP]","STRONG","b2531","nrdHp","nrdHIEF","b2673,b2674,b2675,b2676","TF"
"IscR","rnlAB[rnlAp2]","-","[GEA, APPHINH, IEP, IMP, PAGTSBP, APIORCISFBSCS, BPP]","STRONG","b2531","rnlAp2","rnlAB","b2631,b2630","TF"
"IscR","sufABCDSE[sufAp]","+","[GEA, IMP, APPHINH, IEP, IMP, ITCR, PAGTSBP, APIORCISFBSCS, BPP, SM]","STRONG","b2531","sufAp","sufABCDSE","b1679,b1680,b1681,b1682,b1683,b1684","TF"
"IscR","ydiU[ydiUp]","+","[GEA, APPHINH, IEP, IMP, BPP]","STRONG","b2531","ydiUp","ydiU","b1706","TF"
"KdgR","eda[edap1]","-","[GEA, IEP, IMP, LTED, APIORCISFBSCS, BPP]","STRONG","b1827","edap1","eda","b1850","TF"
"KdgR","edd-eda[eddp]","-","[IEP, IMP, LTED, AIBSCS, APIORCISFBSCS]","STRONG","b1827","eddp","edd-eda","b1850,b1851","TF"
"KdpE","kdpFABC[kdpFp]","+","[GEA, AIFS, APPH, HIFS, IMP, ITCR, PAGTSBP, PM, APIORCISFBSCS, BPP, GS, SM]","STRONG","b0694","kdpFp","kdpFABC","b0696,b0697,b0698,b4513","TF"
"LacI","lacZYA[lacZp1]","-","[IE, BTEI, LTED, APIORCISFBSCS, GS, SM, GEA, BPP]","STRONG","b0345","lacZp1","lacZYA","b0342,b0343,b0344","TF"
"LeuO","bglG[bglGp1]","+","[GEA, IC, APPH, GEA, IE, BTEI, BPP, IC]","STRONG","b0076","bglGp1","bglG","b3723","TF"
"LeuO","bglGFB[bglGp1]","+","[GEA, IC, APPH, GEA, IE, BTEI, PM, BPP, IC]","STRONG","b0076","bglGp1","bglGFB","b3721,b3722,b3723","TF"
"LeuO","cadC[cadCp]","-","[GEA, APPH, GEA, IE, BPP]","STRONG","b0076","cadCp","cadC","b4133","TF"
"LeuO","casABCDE12[casAp]","+","[GEA, IC, APPH, GEA, IE, ICWHO, LTED, BPP, IC, EME, AIBSCS, GS]","STRONG","b0076","casAp","casABCDE12","b2754,b2755,b2756,b2757,b2758,b2759,b2760","TF"
"LeuO","dsrA[dsrAp]","-","[GEA, APPH, GEA, IE, AISGDTU, BPP]","STRONG","b0076","dsrAp","dsrA","b1954","TF"
"LeuO","leuL[leuLp1]","+","[GEA, APPH, GEA, IE, BTEI, BPP]","STRONG","b0076","leuLp1","leuL","b0075","TF"
"LeuO","leuLABCD[leuLp1]","+","[GEA, APPH, GEA, IE, PAGTSBP, BPP]","STRONG","b0076","leuLp1","leuLABCD","b0075,b0071,b0072,b0073,b0074","TF"
"LeuO","leuO[leuOp]","+","[BPP, GEA, IC, APPH, GEA, IE, LTED, BPP]","STRONG","b0076","leuOp","leuO","b0076","TF"
"LeuO","leuO[leuOp2]","+","[GEA, APPH, GEA, IE, BTEI, BPP, IC, AIBSCS, GS]","STRONG","b0076","leuOp2","leuO","b0076","TF"
"LeuO","yjjQ-bglJ[yjjQp]","+","[APPH, GEA, IE, LTED, BPP]","STRONG","b0076","yjjQp","yjjQ-bglJ","b4366,b4365","TF"
"LexA","cho[chop]","-","[APPH, SM, LTED, AIBSCS, APIORCISFBSCS]","STRONG","b4043","chop","cho","b1741","TF"
"LexA","dinB-yafNOP[dinBp]","-","[APPH, SM, CV(LTED/PM), LTED, PM, AIBSCS, APIORCISFBSCS, ICWHO]","CONFIRMED","b4043","dinBp","dinB-yafNOP","b0232,b0233,b0231,b0234","TF"
"LexA","dinB-yafNOP[dinBp2]","-","[APPH, SM, CV(LTED/PM), LTED, PM, AIBSCS, APIORCISFBSCS, ICWHO]","CONFIRMED","b4043","dinBp2","dinB-yafNOP","b0232,b0233,b0231,b0234","TF"
"LexA","dinD[dinDp]","-","[GEA, APPH, SM, ICWHO, AIBSCS, APIORCISFBSCS]","STRONG","b4043","dinDp","dinD","b3645","TF"
"LexA","dinG-ybiB[dinGp]","-","[GEA, APPH, SM, IEP, LTED, AIBSCS, BPP]","STRONG","b4043","dinGp","dinG-ybiB","b0799,b0800","TF"
"LexA","dinI[dinIp]","-","[GEA, APPH, SM, ICWHO, AIBSCS, APIORCISFBSCS, BPP, IHBCE, SM]","STRONG","b4043","dinIp","dinI","b1061","TF"
"LexA","dinJ-yafQ[dinJp]","-","[GEA, APPH, SM, ICWHO, AIBSCS]","STRONG","b4043","dinJp","dinJ-yafQ","b0225,b0226","TF"
"LexA","dinQ[dinQp]","-","[GEA, APPH, SM, BTEI, LTED, AIBSCS, APIORCISFBSCS]","STRONG","b4043","dinQp","dinQ","b4613","TF"
"LexA","ftsK[ftsKp1]","-","[AIBSCS, GEA, APPH, SM, AIBSCS, BPP]","STRONG","b4043","ftsKp1","ftsK","b0890","TF"
"LexA","ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC[ftsLp2]","-","[APPH, SM, PAGTSBP, APIORCISFBSCS]","STRONG","b4043","ftsLp2","ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC","b0083,b0093,b0094,b0095,b0084,b0085,b0086,b0087,b0088,b0089,b0090,b0091,b0092,b0096","TF"
"LexA","hokE[hokEp]","-","[APPH, SM, LTED, AIBSCS]","STRONG","b4043","hokEp","hokE","b4415","TF"
"LexA","insK[insKp]","-","[GEA, APPH, SM, LTED, BPP]","STRONG","b4043","insKp","insK","b3558","TF"
"LexA","lexA-dinF[lexAp]","-","[GEA, APPH, SM, PM, APIORCISFBSCS, BPP, SM]","STRONG","b4043","lexAp","lexA-dinF","b4043,b4044","TF"
"LexA","phr[phrp]","-","[APPH, SM, APIORCISFBSCS, GEA]","STRONG","b4043","phrp","phr","b0708","TF"
"LexA","polB[polBp]","-","[GEA, APPH, SM, AIBSCS, BPP]","STRONG","b4043","polBp","polB","b0060","TF"
"LexA","ptrA[ptrAp]","-","[APPH, SM, BPP, SM]","STRONG","b4043","ptrAp","ptrA","b2821","TF"
"LexA","ptrA-recBD[ptrAp]","-","[APPH, SM, ICWHO, BPP, SM]","STRONG","b4043","ptrAp","ptrA-recBD","b2819,b2820,b2821","TF"
"LexA","recA[recAp]","-","[APPH, SM, LTED, BPP]","STRONG","b4043","recAp","recA","b2699","TF"
"LexA","recAX[recAp]","-","[APPH, SM, ITCR, LTED, BPP]","STRONG","b4043","recAp","recAX","b2698,b2699","TF"
"LexA","recN[recNp]","-","[GEA, APPH, SM, ICWHO, AIBSCS, BPP]","STRONG","b4043","recNp","recN","b2616","TF"
"LexA","recQ[recQp]","-","[GEA, APPH, SM, ICWHO, APIORCISFBSCS]","STRONG","b4043","recQp","recQ","b3822","TF"
"LexA","rpsU-dnaG-rpoD[rpsUp3]","-","[APPH, SM, BTEI, LTED, BCE, SM]","STRONG","b4043","rpsUp3","rpsU-dnaG-rpoD","b3065,b3066,b3067","TF"
"LexA","ruvAB[ruvAp2]","-","[APPH, SM, BTEI, APIORCISFBSCS, BPP]","STRONG","b4043","ruvAp2","ruvAB","b1860,b1861","TF"
"LexA","ruvAB[ruvAp1]","-","[APPH, SM, BTEI, APIORCISFBSCS, BPP]","STRONG","b4043","ruvAp1","ruvAB","b1860,b1861","TF"
"LexA","sbmC[sbmCp2]","-","[GEA, APPH, SM, ICWHO, IHBCE]","STRONG","b4043","sbmCp2","sbmC","b2009","TF"
"LexA","ssb[ssbp3]","-","[APPH, SM, APIORCISFBSCS, BCE]","STRONG","b4043","ssbp3","ssb","b4059","TF"
"LexA","sulA[sulAp]","-","[APPH, SM, BCE]","STRONG","b4043","sulAp","sulA","b0958","TF"
"LexA","symE[symEp]","-","[APPH, SM, LTED, AIBSCS, BPP]","STRONG","b4043","symEp","symE","b4347","TF"
"LexA","tisB[tisBp]","-","[GEA, APPH, SM, LTED, ICA]","STRONG","b4043","tisBp","tisB","b4618","TF"
"LexA","umuDC[umuDp]","-","[APPH, SM, LTED, BPP, APIORCISFBSCS]","STRONG","b4043","umuDp","umuDC","b1183,b1184","TF"
"LexA","uvrA[uvrAp]","-","[APPH, SM, APIORCISFBSCS, BCE]","STRONG","b4043","uvrAp","uvrA","b4058","TF"
"LexA","uvrB[uvrBp3]","-","[GEA, APPH, SM, BTEI, LTED, BPP, ICA, SM]","STRONG","b4043","uvrBp3","uvrB","b0779","TF"
"LexA","uvrB[uvrBp2]","-","[GEA, APPH, SM, LTED, BPP, ICA, APIORCISFBSCS]","STRONG","b4043","uvrBp2","uvrB","b0779","TF"
"LexA","uvrB[uvrBp1]","-","[GEA, APPH, SM, LTED, APIORCISFBSCS, BPP, ICA, SM]","STRONG","b4043","uvrBp1","uvrB","b0779","TF"
"LexA","uvrC[uvrCp3]","-","[GEA, APPH, SM, BPP]","STRONG","b4043","uvrCp3","uvrC","b1913","TF"
"LexA","uvrD[uvrDp1]","-","[APPH, SM, APIORCISFBSCS]","STRONG","b4043","uvrDp1","uvrD","b3813","TF"
"LexA","uvrYC[uvrYp2]","-","[GEA, APPH, SM, AIBSCS]","STRONG","b4043","uvrYp2","uvrYC","b1914,b1913","TF"
"LexA","yafNOP[yafNp]","-","[APPH, SM, ICWHO, APIORCISFBSCS]","STRONG","b4043","yafNp","yafNOP","b0232,b0233,b0234","TF"
"LexA","ybfE[ybfEp]","-","[APPH, SM, LTED, AIBSCS]","STRONG","b4043","ybfEp","ybfE","b0685","TF"
"LexA","ydjM[ydjMp]","-","[GEA, APPH, SM, LTED, AIBSCS, BPP]","STRONG","b4043","ydjMp","ydjM","b1728","TF"
"LexA","yebG[yebGp]","-","[GEA, APPH, SM, ICWHO, AIBSCS, APIORCISFBSCS, IHBCE]","STRONG","b4043","yebGp","yebG","b1848","TF"
"LexA","yehF[yehFp]","-","[APPH, SM, LTED, AIBSCS]","STRONG","b4043","yehFp","yehF","b2115","TF"
"LldR","lldPRD[lldPp]","+","[GEA, IDA, ITCR, AIBSCS, BPP, SM, APIORCISFBSCS]","STRONG","b3604","lldPp","lldPRD","b3604,b3603,b3605","TF"
"LrhA","fimE[fimEp]","+","[GEA, APPH, GEA, HIFS, LTED, BPP]","STRONG","b2289","fimEp","fimE","b4313","TF"
"LrhA","flhDC[flhDp]","-","[GEA, APPH, GEA, HIFS, LTED, BPP]","STRONG","b2289","flhDp","flhDC","b1891,b1892","TF"
"LrhA","leuO[leuOp]","+","[GEA, APPH, GEA, HIFS, LTED, BPP]","STRONG","b2289","leuOp","leuO","b0076","TF"
"LrhA","leuO[leuOp1]","+","[BPP, GEA, APPH, GEA, HIFS, BTEI, BPP]","STRONG","b2289","leuOp1","leuO","b0076","TF"
"LrhA","leuO[leuOp3]","+","[BPP, GEA, APPH, GEA, HIFS, LTED, BPP]","STRONG","b2289","leuOp3","leuO","b0076","TF"
"LrhA","lrhA[lrhAp]","+","[GEA, APPH, GEA, HIFS, BPP]","STRONG","b2289","lrhAp","lrhA","b2289","TF"
"Lrp","adhE[adhEp1]","-","[GEA, APPHINH, HIFS, TASES, AIBSCS]","STRONG","b0889","adhEp1","adhE","b1241","TF"
"Lrp","adhE[adhEp]","-","[GEA, APPHINH, HIFS, TASES, AIBSCS]","STRONG","b0889","adhEp","adhE","b1241","TF"
"Lrp","aidB[aidBp1]","-","[APPHINH, HIFS, BPP]","STRONG","b0889","aidBp1","aidB","b4187","TF"
"Lrp","aidB[aidBp2]","-","[APPHINH, HIFS, BPP]","STRONG","b0889","aidBp2","aidB","b4187","TF"
"Lrp","alaA[alaAp9]","-","[GEA, APPHINH, HIFS, ICWHO, BPP]","STRONG","b0889","alaAp9","alaA","b2290","TF"
"Lrp","alaE[alaEp]","+","[APIORCISFBSCS, BCE, BPP, GEA, RSE, APPHINH, HIFS, AISGDTU, APIORCISFBSCS, BCE, BPP, CSE]","STRONG","b0889","alaEp","alaE","b2670","TF"
"Lrp","argO[argOp]","+","[APPHINH, HIFS, ICWHO, APIORCISFBSCS, BPP, GEA]","STRONG","b0889","argOp","argO","b2923","TF"
"Lrp","avtA[avtAp]","-","[GEA, RSE, APPHINH, HIFS, ICWHO, BPP]","STRONG","b0889","avtAp","avtA","b3572","TF"
"Lrp","cadBA[cadBp]","+","[GEA, APPHINH, HIFS, PM, BPP]","STRONG","b0889","cadBp","cadBA","b4131,b4132","TF"
"Lrp","csiD-ygaF-gabDTP[csiDp]","+","[GEA, APPHINH, HIFS, ITCR, PM, BPP]","STRONG","b0889","csiDp","csiD-ygaF-gabDTP","b2659,b2660,b2661,b2662,b2663","TF"
"Lrp","dadAX[dadAp2]","-","[GEA, RSE, APPHINH, HIFS, ITCR, PAGTSBP, APIORCISFBSCS, BPP, CSE, SM, EME, AIBSPD, CCE]","STRONG","b0889","dadAp2","dadAX","b1189,b1190","TF"
"Lrp","dadAX[dadAp1]","-","[GEA, RSE, APPHINH, HIFS, ITCR, PAGTSBP, APIORCISFBSCS, BPP, CSE, SM, EME, AIBSPD, CCE]","STRONG","b0889","dadAp1","dadAX","b1189,b1190","TF"
"Lrp","dadAX[dadAp3]","-","[GEA, RSE, APPHINH, HIFS, ITCR, PAGTSBP, APIORCISFBSCS, BPP, CSE, SM, EME, AIBSPD, CCE]","STRONG","b0889","dadAp3","dadAX","b1189,b1190","TF"
"Lrp","fimAICDFGH[fimAp]","+","[RSE, APPHINH, HIFS, BPP, CSE, SM, APIORCISFBSCS, EME, AIBSPD, CCE]","STRONG","b0889","fimAp","fimAICDFGH","b4320,b4316,b4317,b4314,b4315,b4318,b4319","TF"
"Lrp","fimE[fimEp]","+","[GEA, APPHINH, HIFS, LTED, BPP]","STRONG","b0889","fimEp","fimE","b4313","TF"
"Lrp","gcvTHP[gcvTp]","+","[GEA, RSE, APPHINH, HIFS, CSE, SM]","STRONG","b0889","gcvTp","gcvTHP","b2904,b2903,b2905","TF"
"Lrp","gltBDF[gltBp]","+","[RSE, APPHINH, HIFS, CV(LTED/PM), LTED, PM, APIORCISFBSCS, BPP, CSE, SM, EME, AIBSPD, CCE, GEA, AIBSCS]","CONFIRMED","b0889","gltBp","gltBDF","b3212,b3213,b3214","TF"
"Lrp","gltBDF[gltBp2]","+","[GEA, RSE, APPHINH, HIFS, CV(LTED/PM), LTED, PM, AIBSCS, CSE, APIORCISFBSCS, BPP, SM, EME, AIBSPD, CCE]","CONFIRMED","b0889","gltBp2","gltBDF","b3212,b3213,b3214","TF"
"Lrp","hdeAB-yhiD[hdeAp]","-","[GEA, APPHINH, HIFS, ITCR, LTED, AIBSCS]","STRONG","b0889","hdeAp","hdeAB-yhiD","b3508,b3509,b3510","TF"
"Lrp","hdeAB-yhiD[hdeAp2]","-","[GEA, APPHINH, HIFS, ITCR, LTED, AIBSCS]","STRONG","b0889","hdeAp2","hdeAB-yhiD","b3508,b3509,b3510","TF"
"Lrp","ilvIH[ilvIp2]","-","[APIORCISFBSCS, BCE, BPP, GEA, SM, APPHINH, HIFS, LTED, APIORCISFBSCS, BCE, BPP, CSE, SM, EME, AIBSPD, CCE]","STRONG","b0889","ilvIp2","ilvIH","b0077,b0078","TF"
"Lrp","ilvIH[ilvIHp1]","+","[GEA, RSE, APPHINH, HIFS, LTED, APIORCISFBSCS, BCE, BPP, CSE, SM, EME, AIBSPD, CCE]","STRONG","b0889","ilvIHp1","ilvIH","b0077,b0078","TF"
"Lrp","ilvL[ilvLp2]","-","[RSE, APPHINH, HIFS, BTEI, CSE, SM, APIORCISFBSCS]","STRONG","b0889","ilvLp2","ilvL","b3766","TF"
"Lrp","ilvLXG_1G_2MEDA[ilvLp2]","-","[RSE, APPHINH, HIFS, BTEI, LTED, CSE, SM, APIORCISFBSCS]","STRONG","b0889","ilvLp2","ilvLXG_1G_2MEDA","b3766,b4669,b4488,b3769,b3770,b3771,b3772","TF"
"Lrp","kbl-tdh[kblp]","+","[APPHINH, HIFS, AIBSCS, GEA, APIORCISFBSCS, BPP]","STRONG","b0889","kblp","kbl-tdh","b3616,b3617","TF"
"Lrp","leuE[leuEp]","-","[RSE, APPHINH, HIFS, ICWHO, AIBSCS, CSE]","STRONG","b0889","leuEp","leuE","b1798","TF"
"Lrp","livJ[livJp]","-","[GEA, RSE, APPHINH, HIFS, BTEI, APIORCISFBSCS, BPP, CSE, SM]","STRONG","b0889","livJp","livJ","b3460","TF"
"Lrp","livKHMGF[livKp1]","-","[GEA, RSE, APPHINH, HIFS, BTEI, PM, BPP]","STRONG","b0889","livKp1","livKHMGF","b3454,b3455,b3456,b3457,b3458","TF"
"Lrp","lrp[lrpp]","-","[APPHINH, HIFS, APIORCISFBSCS, SM, BCE, GEA, AIBSCS]","STRONG","b0889","lrpp","lrp","b0889","TF"
"Lrp","lysP[lysPp]","+","[GEA, APPHINH, HIFS, ICWHO, BPP]","STRONG","b0889","lysPp","lysP","b2156","TF"
"Lrp","lysU[lysUp1]","-","[RSE, APPHINH, HIFS, APIORCISFBSCS, CSE, SM]","STRONG","b0889","lysUp1","lysU","b4129","TF"
"Lrp","malT[malTp]","+","[GEA, APPHINH, HIFS, BTEI, BPP]","STRONG","b0889","malTp","malT","b3418","TF"
"Lrp","micF[micFp1]","-","[GEA, APPHINH, HIFS, BTEI, LTED, BPP]","STRONG","b0889","micFp1","micF","b4439","TF"
"Lrp","micF[micFp2]","-","[GEA, APPHINH, HIFS, BTEI, LTED, BPP]","STRONG","b0889","micFp2","micF","b4439","TF"
"Lrp","ompC[ompCp1]","-","[GEA, APPHINH, HIFS, LTED, BPP, AIBSCS]","STRONG","b0889","ompCp1","ompC","b2215","TF"
"Lrp","ompC[ompCp2]","-","[GEA, APPHINH, HIFS, LTED, BPP, AIBSCS]","STRONG","b0889","ompCp2","ompC","b2215","TF"
"Lrp","ompC[ompCp3]","-","[GEA, APPHINH, HIFS, LTED, BPP, AIBSCS]","STRONG","b0889","ompCp3","ompC","b2215","TF"
"Lrp","oppABCDF[oppAp]","-","[RSE, APPHINH, HIFS, ITCR, BPP, CSE]","STRONG","b0889","oppAp","oppABCDF","b1243,b1244,b1245,b1246,b1247","TF"
"Lrp","osmC[osmCp1]","-","[GEA, APPHINH, HIFS, AISGDTU, APIORCISFBSCS, BPP, SM]","STRONG","b0889","osmCp1","osmC","b1482","TF"
"Lrp","osmC[osmCp2]","+","[GEA, APPHINH, HIFS, AISGDTU, APIORCISFBSCS, BPP, SM]","STRONG","b0889","osmCp2","osmC","b1482","TF"
