"regulator","gene_name","gene_id","effect","evidence","source","category","regulator_label","Use","regulator_id"
"MarA","putA","b1014","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1531"
"MarA","rimK","b0852","+","WEAK","RegulonDB_TF","TF",NA,NA,"b1531"
"MarA","rob","b4396","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1531"
"MarA","slp","b3506","-","WEAK","RegulonDB_TF","TF",NA,NA,"b1531"
"MarA","sodA","b3908","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1531"
"MarA","tolC","b3035","+","WEAK","RegulonDB_TF","TF",NA,NA,"b1531"
"MarA","waaY","b3625","+","WEAK","RegulonDB_TF","TF",NA,NA,"b1531"
"MarA","waaZ","b3624","+","WEAK","RegulonDB_TF","TF",NA,NA,"b1531"
"MarA","xseA","b2509","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1531"
"MarA","ybjC","b0850","+","WEAK","RegulonDB_TF","TF",NA,NA,"b1531"
"MarA","ybjN","b0853","+","WEAK","RegulonDB_TF","TF",NA,NA,"b1531"
"MarA","ycgZ","b1164","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1531"
"MarA","ygiB","b3037","+","WEAK","RegulonDB_TF","TF",NA,NA,"b1531"
"MarA","ygiC","b3038","+","WEAK","RegulonDB_TF","TF",NA,NA,"b1531"
"MarA","yhiD","b3508","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1531"
"MarA","ymgA","b1165","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1531"
"MarA","ymgC","b1167","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1531"
"MarA","yncE","b1452","+","WEAK","RegulonDB_TF","TF",NA,NA,"b1531"
"MarA","zwf","b1852","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1531"
"MarR","marA","b1531","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1530"
"MarR","marB","b1532","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1530"
"MarR","marR","b1530","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1530"
"MatA","ecpA","b0293","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0294"
"MatA","flhC","b1891","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0294"
"MatA","flhD","b1892","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0294"
"MatA","fliA","b1922","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0294"
"MatA","fliC","b1923","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0294"
"MatA","fliX","b4827","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0294"
"MatA","fliZ","b1921","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0294"
"MatA","matA","b0294","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0294"
"MatA","tcyJ","b1920","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0294"
"MazE","mazE","b2783","-","STRONG","RegulonDB_TF","TF",NA,NA,"b2783"
"MazE","mazF","b2782","-","STRONG","RegulonDB_TF","TF",NA,NA,"b2783"
"MazE","mazG","b2781","-","STRONG","RegulonDB_TF","TF",NA,NA,"b2783"
"MazE-MazF","mazE","b2783","-","STRONG","RegulonDB_TF","TF",NA,NA,"b2782,b2783"
"MazE-MazF","mazF","b2782","-","STRONG","RegulonDB_TF","TF",NA,NA,"b2782,b2783"
"MazE-MazF","mazG","b2781","-","STRONG","RegulonDB_TF","TF",NA,NA,"b2782,b2783"
"McbR","mcbA","b0806","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1450"
"McbR","rmf","b0953","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1450"
"McbR","rsd","b3995","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1450"
"McbR","yciE","b1257","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1450"
"McbR","yciF","b1258","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1450"
"McbR","yciG","b1259","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1450"
"MetJ","ahpC","b0605","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3938"
"MetJ","ahpF","b0606","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3938"
"MetJ","folE","b2153","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3938"
"MetJ","metA","b4013","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3938"
"MetJ","metB","b3939","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3938"
"MetJ","metC","b3008","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3938"
"MetJ","metE","b3829","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3938"
"MetJ","metF","b3941","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3938"
"MetJ","metI","b0198","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3938"
"MetJ","metK","b2942","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3938"
"MetJ","metL","b3940","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3938"
"MetJ","metN","b0199","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3938"
"MetJ","metQ","b0197","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3938"
"MetJ","metR","b3828","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3938"
"MetJ","yeiB","b2152","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3938"
"MetR","hmp","b2552","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3828"
"MetR","metE","b3829","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3828"
"MetR","metH","b4019","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3828"
"MetR","metR","b3828","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3828"
"MhpR","mhpA","b0347","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0346"
"MhpR","mhpB","b0348","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0346"
"MhpR","mhpC","b0349","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0346"
"MhpR","mhpD","b0350","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0346"
"MhpR","mhpE","b0352","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0346"
"MhpR","mhpF","b0351","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0346"
"Mlc","bidA","b1593","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1594"
"Mlc","crr","b2417","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1594"
"Mlc","malT","b3418","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1594"
"Mlc","manX","b1817","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1594"
"Mlc","manY","b1818","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1594"
"Mlc","manZ","b1819","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1594"
"Mlc","mlc","b1594","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1594"
"Mlc","ptsG","b1101","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1594"
"Mlc","ptsH","b2415","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1594"
"Mlc","ptsI","b2416","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1594"
"MlrA","cadC","b4133","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2127"
"MlrA","csgD","b1040","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2127"
"MlrA","csgE","b1039","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2127"
"MlrA","csgF","b1038","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2127"
"MlrA","csgG","b1037","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2127"
"MlrA","ibaG","b3190","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2127"
"MlrA","obgE","b3183","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2127"
"MlrA","rplU","b3186","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2127"
"MlrA","rpmA","b3185","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2127"
"MlrA","yhbE","b3184","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2127"
"MngR","mngA","b0731","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0730"
"MngR","mngB","b0732","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0730"
"MngR","mngR","b0730","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0730"
"MntR","dps","b0812","-","WEAK","RegulonDB_TF","TF",NA,NA,"b0817"
"MntR","mntH","b2392","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0817"
"MntR","mntP","b1821","+","WEAK","RegulonDB_TF","TF",NA,NA,"b0817"
"MntR","mntS","b4705","-","WEAK","RegulonDB_TF","TF",NA,NA,"b0817"
"MntR","rybA","b4416","-","WEAK","RegulonDB_TF","TF",NA,NA,"b0817"
"ModE","ccmA","b2201","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","ccmB","b2200","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","ccmC","b2199","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","ccmD","b2198","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","ccmE","b2197","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","ccmF","b2196","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","ccmG","b2195","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","ccmH","b2194","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","deoA","b4382","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","deoB","b4383","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","deoC","b4381","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","deoD","b4384","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","dmsA","b0894","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","dmsB","b0895","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","dmsC","b0896","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","hycA","b2725","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","hycB","b2724","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","hycC","b2723","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","hycD","b2722","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","hycE","b2721","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","hycF","b2720","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","hycG","b2719","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","hycH","b2718","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","hycI","b2717","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","moaA","b0781","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","moaB","b0782","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","moaC","b0783","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","moaD","b0784","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","moaE","b0785","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","modA","b0763","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","modB","b0764","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","modC","b0765","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","napA","b2206","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","napB","b2203","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","napC","b2202","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","napD","b2207","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","napF","b2208","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","napG","b2205","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","napH","b2204","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","narL","b1221","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","narX","b1222","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","oppA","b1243","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","oppB","b1244","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","oppC","b1245","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","oppD","b1246","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"ModE","oppF","b1247","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0761"
"MprA","acrA","b0463","-","STRONG","RegulonDB_TF","TF",NA,NA,"b2684"
"MprA","acrB","b0462","-","STRONG","RegulonDB_TF","TF",NA,NA,"b2684"
"MprA","emrA","b2685","-","STRONG","RegulonDB_TF","TF",NA,NA,"b2684"
"MprA","emrB","b2686","-","STRONG","RegulonDB_TF","TF",NA,NA,"b2684"
"MprA","mprA","b2684","-","STRONG","RegulonDB_TF","TF",NA,NA,"b2684"
"MprA","nmpC","b0553","-","STRONG","RegulonDB_TF","TF",NA,NA,"b2684"
"MqsA","csgD","b1040","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3021"
"MqsA","csgE","b1039","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3021"
"MqsA","csgF","b1038","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3021"
"MqsA","csgG","b1037","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3021"
"MqsA","cspD","b0880","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3021"
"MqsA","mqsA","b3021","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3021"
"MqsA","mqsR","b3022","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3021"
"MqsA","rpoS","b2741","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3021"
"MraZ","ddlB","b0092","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0081"
"MraZ","ftsA","b0094","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0081"
"MraZ","ftsI","b0084","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0081"
"MraZ","ftsL","b0083","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0081"
"MraZ","ftsQ","b0093","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0081"
"MraZ","ftsW","b0089","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0081"
"MraZ","ftsZ","b0095","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0081"
"MraZ","lpxC","b0096","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0081"
"MraZ","mioC","b3742","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0081"
"MraZ","mraY","b0087","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0081"
"MraZ","mraZ","b0081","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0081"
"MraZ","murC","b0091","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0081"
"MraZ","murD","b0088","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0081"
"MraZ","murE","b0085","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0081"
"MraZ","murF","b0086","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0081"
"MraZ","murG","b0090","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0081"
"MraZ","rsmH","b0082","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0081"
"MurR","murP","b2429","-","STRONG","RegulonDB_TF","TF",NA,NA,"b2427"
"MurR","murQ","b2428","-","STRONG","RegulonDB_TF","TF",NA,NA,"b2427"
"Nac","asnC","b3743","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1988"
"Nac","codA","b0337","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1988"
"Nac","codB","b0336","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1988"
"Nac","feaR","b1384","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1988"
"Nac","gabD","b2661","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1988"
"Nac","gabP","b2663","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1988"
"Nac","gabT","b2662","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1988"
"Nac","gdhA","b1761","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1988"
"Nac","gltB","b3212","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1988"
"Nac","gltD","b3213","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1988"
"Nac","gltF","b3214","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1988"
"Nac","mioC","b3742","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1988"
"Nac","mnmG","b3741","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1988"
"Nac","nac","b1988","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1988"
"Nac","nupC","b2393","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1988"
"Nac","patD","b1444","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1988"
"Nac","serA","b2913","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1988"
"Nac","ydcS","b1440","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1988"
"Nac","ydcT","b1441","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1988"
"Nac","ydcU","b1442","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1988"
"Nac","ydcV","b1443","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1988"
"NadR","nadA","b0750","-","WEAK","RegulonDB_TF","TF",NA,NA,"b4390"
"NadR","nadB","b2574","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4390"
"NadR","pncB","b0931","-","WEAK","RegulonDB_TF","TF",NA,NA,"b4390"
"NadR","pnuC","b0751","-","WEAK","RegulonDB_TF","TF",NA,NA,"b4390"
"NagC","chbA","b1736","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0676"
"NagC","chbB","b1738","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0676"
"NagC","chbC","b1737","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0676"
"NagC","chbF","b1734","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0676"
"NagC","chbG","b1733","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0676"
"NagC","chbR","b1735","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0676"
"NagC","chiP","b0681","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0676"
"NagC","chiQ","b0682","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0676"
"NagC","chiZ","b4808","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0676"
"NagC","creA","b4397","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0676"
"NagC","creB","b4398","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0676"
"NagC","creC","b4399","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0676"
"NagC","creD","b4400","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0676"
"NagC","crr","b2417","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0676"
"NagC","dinI","b1061","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0676"
"NagC","feoA","b3408","?","STRONG","RegulonDB_TF","TF",NA,NA,"b0676"
"NagC","feoB","b3409","?","STRONG","RegulonDB_TF","TF",NA,NA,"b0676"
"NagC","feoC","b3410","?","STRONG","RegulonDB_TF","TF",NA,NA,"b0676"
"NagC","fimB","b4312","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0676"
"NagC","galP","b2943","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0676"
"NagC","manX","b1817","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0676"
"NagC","manY","b1818","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0676"
"NagC","manZ","b1819","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0676"
"NagC","nagA","b0677","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0676"
"NagC","nagB","b0678","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0676"
"NagC","nagC","b0676","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0676"
"NagC","nagE","b0679","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0676"
"NagC","nanC","b4311","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0676"
"NagC","nanM","b4310","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0676"
"NagC","nanS","b4309","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0676"
"NagC","ptsH","b2415","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0676"
"NagC","ptsI","b2416","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0676"
"NagC","umpH","b0675","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0676"
"NagC","ydeM","b1497","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0676"
"NagC","ydeN","b1498","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0676"
"NagC","ydeP","b1501","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0676"
"NanR","fimB","b4312","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3226"
"NanR","nanA","b3225","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3226"
"NanR","nanC","b4311","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3226"
"NanR","nanE","b3223","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3226"
"NanR","nanK","b3222","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3226"
"NanR","nanM","b4310","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3226"
"NanR","nanQ","b3221","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3226"
"NanR","nanS","b4309","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3226"
"NanR","nanT","b3224","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3226"
"NanR","nanX","b4279","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3226"
"NanR","nanY","b4280","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3226"
"NarL","adhE","b1241","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","aspA","b4139","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","caiF","b0034","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","ccmA","b2201","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","ccmB","b2200","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","ccmC","b2199","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","ccmD","b2198","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","ccmE","b2197","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","ccmF","b2196","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","ccmG","b2195","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","ccmH","b2194","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","citC","b0618","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","citD","b0617","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","citE","b0616","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","citF","b0615","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","citG","b0613","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","citX","b0614","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","cydC","b0886","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","cydD","b0887","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","cysG","b3368","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","dcuA","b4138","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","dcuB","b4123","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","dcuR","b4124","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","dcuS","b4125","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","dmsA","b0894","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","dmsB","b0895","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","dmsC","b0896","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","dmsD","b1591","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","dpiA","b0620","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","dpiB","b0619","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","fdhF","b4079","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","fdnG","b1474","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","fdnH","b1475","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","fdnI","b1476","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","focA","b0904","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","frdA","b4154","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","frdB","b4153","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","frdC","b4152","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","frdD","b4151","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","fumB","b4122","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","hcp","b0873","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","hcr","b0872","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","hyaA","b0972","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","hyaB","b0973","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","hyaC","b0974","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","hyaD","b0975","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","hyaE","b0976","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","hyaF","b0977","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","hybA","b2996","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","hybB","b2995","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","hybC","b2994","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","hybD","b2993","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","hybE","b2992","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","hybF","b2991","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","hybG","b2990","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","hybO","b2997","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","moeA","b0827","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","moeB","b0826","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","napA","b2206","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
"NarL","napB","b2203","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1221"
