Start	End	Gene	Strand	Name	Parent	Product	Bnb	JWnb	ECKnb
2501091	2502011	CDS	D	ddg	ddg	palmitoleoyl-acyl carrier protein (ACP)-dependent acyltransferase	b2378	JW2375	ECK2374
2502503	2503741	CDS	C	yfdZ	yfdZ	prediected aminotransferase%2C PLP-dependent	b2379	JW2376	ECK2375
2504117	2505814	CDS	D	ypdA	ypdA	predicted sensory kinase in two-component system with YpdB	b2380	JW5388	ECK2376
2505829	2506563	CDS	D	ypdB	ypdB	predicted response regulator in two-component system withYpdA	b2381	JW2378	ECK2377
2506576	2507433	CDS	D	ypdC	ypdC	predicted DNA-binding protein	b2382	JW2379	ECK2378
2507436	2509931	CDS	C	ypdD	ypdD	fused predicted PTS enzymes Hpr component%2C enzyme I component%2C and enzyme IIA component	b2383	JW2380	ECK2379
2509956	2510993	CDS	C	ypdE	ypdE	predicted peptidase	b2384	JW2381	ECK2380
2510993	2512078	CDS	C	ypdF	ypdF	predicted peptidase	b2385	JW2382	ECK2381
2512093	2513340	CDS	C	ypdG	ypdG	predicted enzyme IIC component of PTS	b2386	JW2383	ECK2382
2513362	2513688	CDS	C	ypdH	ypdH	predicted enzyme IIB component of PTS	b2387	JW5389	ECK2383
2513907	2514872	CDS	C	glk	glk	glucokinase	b2388	JW2385	ECK2384
2515076	2516332	CDS	D	yfeO	yfeO	predicted ion channel protein	b2389	JW2386	ECK2385
2516447	2516773	CDS	D	ypeC	ypeC	conserved hypothetical protein	b2390	JW2387	ECK2386
2516914	2518152	CDS	C	mntH	mntH	manganese/divalent cation transporter	b2392	JW2388	ECK2387
2518488	2519690	CDS	D	nupC	nupC	nucleoside (except guanosine) transporter	b2393	JW2389	ECK2388
2521089	2523278	CDS	C	yfeA	yfeA	predicted diguanylate cyclase	b2395	JW5391	ECK2389
2523487	2523562	tRNA	C	alaX	alaX	alaX	b2396	JWR0046	ECK2390
2523602	2523677	tRNA	C	alaW	alaW	alaW	b2397	JWR0045	ECK2391
2523913	2524257	CDS	D	yfeC	yfeC	predicted DNA-binding transcriptional regulator	b2398	JW2393	ECK2392
2524259	2524651	CDS	D	yfeD	yfeD	predicted DNA-binding transcriptional regulator	b2399	JW2394	ECK2393
2524703	2526118	CDS	C	gltX	gltX	glutamyl-tRNA synthetase	b2400	JW2395	ECK2394
2526377	2526452	tRNA	D	valU	valU	valU	b2401	JWR0047	ECK2395
2526497	2526572	tRNA	D	valX	valX	valX	b2402	JWR0048	ECK2396
2526619	2526694	tRNA	D	valY	valY	valY	b2403	JWR0049	ECK2397
2526699	2526774	tRNA	D	lysV	lysV	lysV	b2404	JWR0050	ECK2398
2527039	2527923	CDS	C	xapR	xapR	DNA-binding transcriptional activator	b2405	JW2396	ECK2399
2528175	2529431	CDS	C	xapB	xapB	xanthosine transporter	b2406	JW2397	ECK2400
2529491	2530324	CDS	C	xapA	xapA	purine nucleoside phosphorylase II	b2407	JW2398	ECK2401
2530573	2531337	CDS	D	yfeN	yfeN	conserved outer membrane protein	b2408	JW2399	ECK2402
2531376	2532302	CDS	C	yfeR	yfeR	predicted DNA-binding transcriptional regulator	b2409	JW2400	ECK2403
2532392	2533390	CDS	D	yfeH	yfeH	predicted inner membrane protein	b2410	JW5876	ECK2404
2533387	2533605	CDS	C	ypeB	ypeB	hypothetical protein	b4546	JW5877	ECK2405
2533607	2535622	CDS	C	ligA	ligA	DNA ligase%2C NAD(+)-dependent	b2411	JW2403	ECK2406
2535693	2536679	CDS	C	zipA	zipA	cell division protein involved in Z ring assembly	b2412	JW2404	ECK2407
2536909	2537670	CDS	D	cysZ	cysZ	predicted inner membrane protein	b2413	JW2406	ECK2408
2537855	2538826	CDS	D	cysK	cysK	cysteine synthase A%2C O-acetylserine sulfhydrolase A subunit	b2414	JW2407	ECK2409
2539210	2539467	CDS	D	ptsH	ptsH	phosphohistidinoprotein-hexose phosphotransferase component of PTS system (Hpr)	b2415	JW2408	ECK2410
2539512	2541239	CDS	D	ptsI	ptsI	PEP-protein phosphotransferase of PTS system	b2416	JW2409	ECK2411
2541280	2541789	CDS	D	crr	crr	glucose-specific enzyme IIA component of PTS	b2417	JW2410	ECK2412
2541832	2542683	CDS	C	pdxK	pdxK	pyridoxal-pyridoxamine kinase/hydroxymethylpyrimidine kinase	b2418	JW2411	ECK2413
2542788	2543162	CDS	D	yfeK	yfeK	hypothetical protein	b2419	JW2412	ECK2414
2543195	2543929	CDS	D	yfeS	yfeS	conserved hypothetical protein	b2420	JW2413	ECK2415
2544118	2545029	CDS	C	cysM	cysM	cysteine synthase B	b2421	JW2414	ECK2416
2545163	2546260	CDS	C	cysA	cysA	sulfate/thiosulfate transporter subunit	b2422	JW2415	ECK2417
2546250	2547125	CDS	C	cysW	cysW	sulfate/thiosulfate transporter subunit	b2423	JW2416	ECK2418
2547125	2547958	CDS	C	cysU	cysU	sulfate/thiosulfate transporter subunit	b2424	JW2417	ECK2419
2547958	2548974	CDS	C	cysP	cysP	thiosulfate transporter subunit	b2425	JW2418	ECK2420
2549278	2550069	CDS	C	ucpA	ucpA	predicted oxidoredutase%2C sulfate metabolism protein	b2426	JW5394	ECK2421
2550198	2551055	CDS	C	yfeT	yfeT	predicted DNA-binding transcriptional regulator	b2427	JW2420	ECK2422
2551219	2552115	CDS	D	yfeU	yfeU	predicted PTS component	b2428	JW2421	ECK2423
2552119	2553543	CDS	D	murP	murP	fused predicted enzyme IIBC components of PTS	b2429	JW2422	ECK2424
2553548	2554852	CDS	D	yfeW	yfeW	predicted periplasmic esterase	b2430	JW5395	ECK2425
2555092	2555991	CDS	C	yfeX	yfeX	conserved hypothetical protein	b2431	JW2424	ECK2426
2556087	2556662	CDS	C	yfeY	yfeY	hypothetical protein	b2432	JW2425	ECK2427
2556723	2557172	CDS	C	yfeZ	yfeZ	predicted inner membrane protein	b2433	JW2426	ECK2428
2557159	2557584	CDS	C	ypeA	ypeA	predicted acyltransferase with acyl-CoA N-acyltransferase domain	b2434	JW2427	ECK2429
2557798	2558667	CDS	D	amiA	amiA	N-acetylmuramoyl-l-alanine amidase I	b2435	JW2428	ECK2430
2558671	2559570	CDS	D	hemF	hemF	coproporphyrinogen III oxidase	b2436	JW2429	ECK2431
2559576	2560628	CDS	C	yfeG	yfeG	predicted DNA-binding transcriptional regulator	b2437	JW2430	ECK2432
2560674	2561174	CDS	C	yffI	yffI	predicted carboxysome structural protein with predicted role in ethanolamine utilization	b2438	JW2431	ECK2433
2561187	2561846	CDS	C	eutL	eutL	predicted carboxysome structural protein with predicted role in ethanolamine utilization	b2439	JW2432	ECK2434
2561856	2562743	CDS	C	eutC	eutC	ethanolamine ammonia-lyase%2C small subunit (light chain)	b2440	JW2433	ECK2435
2562764	2564125	CDS	C	eutB	eutB	ethanolamine ammonia-lyase%2C large subunit%2C heavy chain	b2441	JW2434	ECK2436
2564137	2565540	CDS	C	eutA	eutA	reactivating factor for ethanolamine ammonia lyase	b2451	JW2435	ECK2446
2565537	2566763	CDS	C	eutH	eutH	predicted inner membrane protein	b2452	JW2436	ECK2447
2566980	2568167	CDS	C	eutG	eutG	predicted alcohol dehydrogenase in ethanolamine utilization	b2453	JW2437	ECK2448
2568157	2568993	CDS	C	eutJ	eutJ	predicted chaperonin%2C ethanolamine utilization protein	b2454	JW2438	ECK2449
2569004	2570407	CDS	C	eutE	eutE	predicted aldehyde dehydrogenase%2C ethanolamine utilization protein	b2455	JW2439	ECK2450
2570419	2570706	CDS	C	cchB	cchB	predicted carboxysome structural protein%2C ethanolamine utilization protein	b2456	JW2440	ECK2451
2570813	2571106	CDS	C	cchA	cchA	predicted carboxysome structural protein%2C ethanolamine utilization protein	b2457	JW2441	ECK2452
2571145	2572161	CDS	C	eutI	eutI	predicted phosphotransacetylase subunit	b2458	JW2442	ECK2453
2572158	2572961	CDS	C	eutT	eutT	predicted cobalamin adenosyltransferase in ethanolamine utilization	b2459	JW2443	ECK2454
2572958	2573659	CDS	C	eutQ	eutQ	conserved hypothetical protein	b2460	JW2444	ECK2455
2573634	2574113	CDS	C	eutP	eutP	conserved hypothetical protein with nucleoside triphosphate hydrolase domain	b2461	JW2445	ECK2456
2574126	2574461	CDS	C	ypfE	ypfE	predicted carboxysome structural protein with predicted role in ethanol utilization	b2462	JW2446	ECK2457
2574754	2577033	CDS	C	maeB	maeB	fused malic enzyme predicted oxidoreductase and predicted phosphotransacetylase	b2463	JW2447	ECK2458
2577322	2578272	CDS	D	talA	talA	transaldolase A	b2464	JW2448	ECK2459
2578292	2580295	CDS	D	tktB	tktB	transketolase 2%2C thiamin-binding	b2465	JW2449	ECK2460
2580390	2581433	CDS	C	ypfG	ypfG	hypothetical protein	b2466	JW2450	ECK2461
2581559	2582134	CDS	C	yffH	yffH	predicted NUDIX hydrolase	b2467	JW2451	ECK2462
2582202	2584181	CDS	C	aegA	aegA	fused predicted FeS binding subunit and predicted NAD/FAD-binding subunit of oxidoreductase	b2468	JW2452	ECK2463
2584387	2586087	CDS	D	narQ	narQ	sensory histidine kinase in two-component regulatory system with NarP (NarL)	b2469	JW2453	ECK2464
2586251	2589364	CDS	D	acrD	acrD	aminoglycoside/multidrug efflux system	b2470	JW2454	ECK2465
2589903	2590259	CDS	D	yffB	yffB	conserved hypothetical protein	b2471	JW2455	ECK2466
2590263	2591390	CDS	D	dapE	dapE	N-succinyl-diaminopimelate deacylase	b2472	JW2456	ECK2467
2591418	2591618	CDS	D	ypfN	ypfN	hypothetical protein	b4547	JW2457	ECK2468
2591728	2592426	CDS	C	ypfH	ypfH	predicted hydrolase	b2473	JW5396	ECK2469
2592500	2594515	CDS	C	ypfI	ypfI	predicted hydrolase	b2474	JW2459	ECK2470
2594530	2595393	CDS	C	ypfJ	ypfJ	conserved hypothetical protein	b2475	JW2460	ECK2471
2595561	2596274	CDS	C	purC	purC	phosphoribosylaminoimidazole-succinocarboxamide synthetase	b2476	JW2461	ECK2472
2596487	2597521	CDS	C	nlpB	nlpB	lipoprotein	b2477	JW2462	ECK2473
2597538	2598416	CDS	C	dapA	dapA	dihydrodipicolinate synthase	b2478	JW2463	ECK2474
2598562	2599134	CDS	D	gcvR	gcvR	DNA-binding transcriptional repressor%2C regulatory protein accessory to GcvA	b2479	JW2464	ECK2475
2599134	2599604	CDS	D	bcp	bcp	thiol peroxidase%2C thioredoxin-dependent	b2480	JW2465	ECK2476
2599857	2600474	CDS	D	hyfA	hyfA	hydrogenase 4%2C 4Fe-4S subunit	b2481	JW2466	ECK2477
2600474	2602492	CDS	D	hyfB	hyfB	hydrogenase 4%2C membrane subunit	b2482	JW2467	ECK2478
2602503	2603450	CDS	D	hyfC	hyfC	hydrogenase 4%2C membrane subunit	b2483	JW2468	ECK2479
2603467	2604906	CDS	D	hyfD	hyfD	hydrogenase 4%2C membrane subunit	b2484	JW2469	ECK2480
2604918	2605568	CDS	D	hyfE	hyfE	hydrogenase 4%2C membrane subunit	b2485	JW2470	ECK2481
2605573	2607153	CDS	D	hyfF	hyfF	hydrogenase 4%2C membrane subunit	b2486	JW2471	ECK2482
2607143	2608810	CDS	D	hyfG	hyfG	hydrogenase 4%2C subunit	b2487	JW2472	ECK2483
2608820	2609365	CDS	D	hyfH	hyfH	hydrogenase 4%2C Fe-S subunit	b2488	JW2473	ECK2484
2609362	2610120	CDS	D	hyfI	hyfI	hydrogenase 4%2C Fe-S subunit	b2489	JW5805	ECK2485
2610113	2610526	CDS	D	hyfJ	hyfJ	predicted processing element hydrogenase 4	b2490	JW2475	ECK2486
2610556	2612568	CDS	D	hyfR	hyfR	DNA-binding transcriptional activator%2C formate sensing	b2491	JW2476	ECK2487
2612590	2613438	CDS	D	focB	focB	predicted formate transporter	b2492	JW2477	ECK2488
2613476	2614537	CDS	C	yfgO	yfgO	predicted inner membrane protein	b2493	JW2478	ECK2489
2614750	2616213	CDS	D	yfgC	yfgC	predicted peptidase	b2494	JW2479	ECK2490
2616234	2616593	CDS	D	yfgD	yfgD	predicted oxidoreductase	b2495	JW2480	ECK2491
2616731	2617477	CDS	C	hda	hda	ATPase regulatory factor involved in DnaA inactivation	b2496	JW5397	ECK2492
2617527	2618816	CDS	C	uraA	uraA	uracil transporter	b2497	JW2482	ECK2493
2618902	2619528	CDS	C	upp	upp	uracil phosphoribosyltransferase	b2498	JW2483	ECK2494
2619853	2620890	CDS	D	purM	purM	phosphoribosylaminoimidazole synthetase	b2499	JW2484	ECK2495
2620890	2621528	CDS	D	purN	purN	phosphoribosylglycinamide formyltransferase 1	b2500	JW2485	ECK2496
2621700	2623766	CDS	D	ppk	ppk	polyphosphate kinase%2C component of RNA degradosome	b2501	JW2486	ECK2497
2623771	2625312	CDS	D	ppx	ppx	exopolyphosphatase	b2502	JW2487	ECK2498
2625351	2627594	CDS	C	yfgF	yfgF	predicted inner membrane protein	b2503	JW2488	ECK2499
2627946	2628137	CDS	D	yfgG	yfgG	hypothetical protein	b2504	JW5399	ECK2500
2628448	2628966	CDS	D	yfgH	yfgH	predicted outer membrane lipoprotein	b2505	JW5400	ECK2501
2628982	2629521	CDS	D	yfgI	yfgI	conserved hypothetical protein	b2506	JW2490	ECK2502
2629614	2631191	CDS	C	guaA	guaA	GMP synthetase	b2507	JW2491	ECK2503
2631260	2632726	CDS	C	guaB	guaB	IMP dehydrogenase	b2508	JW5401	ECK2504
2632888	2634258	CDS	D	xseA	xseA	exonuclease VII%2C large subunit	b2509	JW2493	ECK2505
2634255	2634470	CDS	C	yfgJ	yfgJ	hypothetical protein	b2510	JW5402	ECK2506
2634540	2636012	CDS	C	der	der	predicted GTP-binding protein	b2511	JW5403	ECK2507
2636130	2637308	CDS	C	yfgL	yfgL	protein assembly complex%2C lipoprotein component	b2512	JW2496	ECK2508
2637319	2637939	CDS	C	yfgM	yfgM	conserved hypothetical protein	b2513	JW2497	ECK2509
2637957	2639231	CDS	C	hisS	hisS	histidyl tRNA synthetase	b2514	JW2498	ECK2510
2639342	2640460	CDS	C	ispG	ispG	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase	b2515	JW2499	ECK2511
2640487	2641500	CDS	C	yfgA	yfgA	conserved hypothetical protein	b2516	JW2500	ECK2512
2641785	2642939	CDS	C	yfgB	yfgB	hypothetical protein	b2517	JW2501	ECK2513
2643089	2643520	CDS	C	ndk	ndk	multifunctional nucleoside diphosphate kinase%2C apyrimidinic endonuclease%2C and 3'-phosphodiesterase	b2518	JW2502	ECK2514
2643669	2645981	CDS	C	pbpC	pbpC	fused transglycosylase and transpeptidase	b2519	JW2503	ECK2515
2645982	2650943	CDS	C	yfhM	yfhM	conserved hypothetical protein	b2520	JW2504	ECK2516
2651150	2651995	CDS	D	sseA	sseA	3-mercaptopyruvate sulfurtransferase	b2521	JW2505	ECK2517
2652511	2652814	transcript	D	ryfA	ryfA	ryfA	b4440	JWR0244	ECK2518
2652813	2653589	CDS	C	sseB	sseB	rhodanase-like enzyme%2C sulfur transfer from thiosulfate	b2522	JW5404	ECK2519
2653731	2655014	CDS	C	pepB	pepB	aminopeptidase B	b2523	JW2507	ECK2520
2655192	2655392	CDS	C	yfhJ	yfhJ	conserved hypothetical protein	b2524	JW2508	ECK2521
2655404	2655739	CDS	C	fdx	fdx	[2Fe-2S] ferredoxin	b2525	JW2509	ECK2522
2655741	2657591	CDS	C	hscA	hscA	DnaK-like molecular chaperone specific for IscU	b2526	JW2510	ECK2523
2657608	2658123	CDS	C	hscB	hscB	DnaJ-like molecular chaperone specific for IscU	b2527	JW2511	ECK2524
2658219	2658542	CDS	C	iscA	iscA	FeS cluster assembly protein	b2528	JW2512	ECK2525
2658559	2658945	CDS	C	iscU	iscU	scaffold protein	b2529	JW2513	ECK2526
2658973	2660187	CDS	C	iscS	iscS	cysteine desulfurase (tRNA sulfurtransferase)%2C PLP-dependent	b2530	JW2514	ECK2527
2660299	2660787	CDS	C	iscR	iscR	DNA-binding transcriptional activator	b2531	JW2515	ECK2528
2661239	2661979	CDS	C	yfhQ	yfhQ	predicted methyltransferase	b2532	JW2516	ECK2529
2662098	2662901	CDS	D	suhB	suhB	inositol monophosphatase	b2533	JW2517	ECK2530
2663019	2663900	CDS	D	yfhR	yfhR	predicted peptidase	b2534	JW2518	ECK2531
2664091	2665371	CDS	D	csiE	csiE	stationary phase inducible protein	b2535	JW5878	ECK2532
2665363	2666502	CDS	C	hcaT	hcaT	predicted 3-phenylpropionic transporter	b2536	JW2520	ECK2533
2666662	2667552	CDS	C	hcaR	hcaR	DNA-binding transcriptional regulator	b2537	JW2521	ECK2534
2667688	2669049	CDS	D	hcaE	hcaE	3-phenylpropionate dioxygenase%2C large (alpha) subunit	b2538	JW2522	ECK2535
2669046	2669564	CDS	D	hcaF	hcaF	3-phenylpropionate dioxygenase%2C small (beta) subunit	b2539	JW2523	ECK2536
2669564	2669884	CDS	D	hcaC	hcaC	3-phenylpropionate dioxygenase%2C predicted ferredoxin subunit	b2540	JW2524	ECK2537
2669881	2670693	CDS	D	hcaB	hcaB	2%2C3-dihydroxy-2%2C3-dihydrophenylpropionate dehydrogenase	b2541	JW2525	ECK2538
2670703	2671905	CDS	D	hcaD	hcaD	phenylpropionate dioxygenase%2C ferredoxin reductase subunit	b2542	JW2526	ECK2539
2671930	2672424	CDS	D	yphA	yphA	predicted inner membrane protein	b2543	JW2527	ECK2540
2672472	2673344	CDS	C	yphB	yphB	conserved hypothetical protein	b2544	JW2528	ECK2541
2673356	2674417	CDS	C	yphC	yphC	predicted oxidoreductase%2C Zn-dependent and NAD(P)-binding	b2545	JW5842	ECK2542
2674483	2675481	CDS	C	yphD	yphD	predicted sugar transporter subunit	b2546	JW2530	ECK2543
2675506	2677017	CDS	C	yphE	yphE	fused predicted sugar transporter subunits and ATP-binding components of ABC superfamily	b2547	JW2531	ECK2544
2677040	2678023	CDS	C	yphF	yphF	predicted sugar transporter subunit	b2548	JW2532	ECK2545
2678120	2681401	CDS	C	yphG	yphG	conserved hypothetical protein	b2549	JW5405	ECK2546
2681519	2682712	CDS	D	yphH	yphH	predicted DNA-binding transcriptional regulator	b2550	JW5406	ECK2547
2682910	2684163	CDS	C	glyA	glyA	serine hydroxymethyltransferase	b2551	JW2535	ECK2548
2684491	2685681	CDS	D	hmp	hmp	fused nitric oxide dioxygenase and dihydropteridine reductase 2	b2552	JW2536	ECK2549
2685726	2686064	CDS	C	glnB	glnB	regulatory protein P-II for glutamine synthetase	b2553	JW2537	ECK2550
2686125	2687459	CDS	C	yfhA	yfhA	predicted DNA-binding response regulator in two-component system	b2554	JW2538	ECK2551
2687449	2688162	CDS	C	yfhG	yfhG	conserved hypothetical protein	b2555	JW2539	ECK2552
2688327	2689754	CDS	C	yfhK	yfhK	predicted sensory kinase in two-component system	b2556	JW5407	ECK2553
2689848	2689996	transcript	C	sroF	sroF	sroF	b4441	JWR0245	ECK2554
2690312	2694199	CDS	C	purL	purL	phosphoribosylformyl-glycineamide synthetase	b2557	JW2541	ECK2555
2694595	2696013	CDS	D	yfhD	yfhD	predicted transglycosylase	b2558	JW2542	ECK2556
2696010	2696546	CDS	C	tadA	tadA	tRNA-specific adenosine deaminase	b2559	JW2543	ECK2557
2696571	2697206	CDS	C	yfhB	yfhB	conserved hypothetical protein	b2560	JW5408	ECK2558
2697415	2698263	CDS	D	yfhH	yfhH	predicted DNA-binding transcriptional regulator	b2561	JW2545	ECK2559
2698319	2698579	CDS	D	yfhL	yfhL	predicted 4Fe-4S cluster-containing protein	b2562	JW2546	ECK2560
2699274	2699654	CDS	C	acpS	acpS	holo-[acyl-carrier-protein] synthase 1	b2563	JW2547	ECK2561
2699654	2700385	CDS	C	pdxJ	pdxJ	pyridoxine 5'-phosphate synthase	b2564	JW2548	ECK2562
2700397	2701125	CDS	C	recO	recO	gap repair protein	b2565	JW2549	ECK2563
2701137	2702042	CDS	C	era	era	membrane-associated%2C 16S rRNA-binding GTPase	b2566	JW2550	ECK2564
2702039	2702719	CDS	C	rnc	rnc	RNase III	b2567	JW2551	ECK2565
2702991	2703965	CDS	C	lepB	lepB	leader peptidase	b2568	JW2552	ECK2566
2703981	2705780	CDS	C	lepA	lepA	GTP binding membrane protein	b2569	JW2553	ECK2567
2705978	2706457	CDS	C	rseC	rseC	RseC protein involved in reduction of the SoxR iron-sulfur cluster	b2570	JW2554	ECK2568
2706454	2707410	CDS	C	rseB	rseB	anti-sigma factor	b2571	JW2555	ECK2569
2707410	2708060	CDS	C	rseA	rseA	anti-sigma factor	b2572	JW2556	ECK2570
2708093	2708668	CDS	C	rpoE	rpoE	RNA polymerase%2C sigma 24 (sigma E) factor	b2573	JW2557	ECK2571
2709076	2710698	CDS	D	nadB	nadB	quinolinate synthase%2C L-aspartate oxidase (B protein) subunit	b2574	JW2558	ECK2572
2710683	2711420	CDS	C	yfiC	yfiC	predicted methyltransferase	b2575	JW2559	ECK2573
2711552	2712886	CDS	D	srmB	srmB	ATP-dependent RNA helicase	b2576	JW2560	ECK2574
2713095	2713976	CDS	C	yfiE	yfiE	predicted DNA-binding transcriptional regulator	b2577	JW2561	ECK2575
2714079	2714666	CDS	D	yfiK	yfiK	neutral amino-acid efflux system	b2578	JW2562	ECK2576
2714722	2715105	CDS	C	yfiD	yfiD	pyruvate formate lyase subunit	b2579	JW2563	ECK2577
2715410	2716099	CDS	D	ung	ung	uracil-DNA-glycosylase	b2580	JW2564	ECK2578
2716147	2717184	CDS	C	yfiF	yfiF	predicted methyltransferase	b2581	JW2565	ECK2579
2717391	2717810	CDS	D	trxC	trxC	thioredoxin 2	b2582	JW2566	ECK2580
2717879	2718577	CDS	D	yfiP	yfiP	conserved hypothetical protein	b2583	JW5409	ECK2581
2718609	2721269	CDS	D	yfiQ	yfiQ	fused predicted acyl-CoA synthetase NAD(P)-binding subunit and ATP-binding subunit	b2584	JW2568	ECK2582
2721383	2722738	CDS	D	pssA	pssA	phosphatidylserine synthase	b2585	JW2569	ECK2583
2722835	2723107	CDS	D	yfiM	yfiM	hypothetical protein	b2586	JW2570	ECK2584
2723104	2724402	CDS	C	kgtP	kgtP	alpha-ketoglutarate transporter	b2587	JW2571	ECK2585
2724725	2724844	rRNA	C	rrfG	rrfG	rrfG	b2588	JWR0051	ECK2586
2724937	2727840	rRNA	C	rrlG	rrlG	rrlG	b2589	JWR0052	ECK2587
2728025	2728100	tRNA	C	gltW	gltW	gltW	b2590	JWR0053	ECK2588
2728272	2729813	rRNA	C	rrsG	rrsG	rrsG	b2591	JWR0054	ECK2589
2730256	2732829	CDS	C	clpB	clpB	protein disaggregation chaperone	b2592	JW2573	ECK2590
2732959	2733690	CDS	C	yfiH	yfiH	conserved hypothetical protein	b2593	JW2575	ECK2591
2733687	2734667	CDS	C	rluD	rluD	23S rRNA pseudouridine synthase	b2594	JW2576	ECK2592
2734802	2735539	CDS	D	yfiO	yfiO	predicted lipoprotein	b2595	JW2577	ECK2593
2735810	2736151	CDS	D	yfiA	yfiA	cold shock protein associated with 30S ribosomal subunit	b2597	JW2578	ECK2594
2736255	2736302	CDS	D	pheL	pheL	pheA gene leader peptide	b2598	JW2579	ECK2595
2736401	2737561	CDS	D	pheA	pheA	fused chorismate mutase P and prephenate dehydratase	b2599	JW2580	ECK2596
2737604	2738725	CDS	C	tyrA	tyrA	fused chorismate mutase T and prephenate dehydrogenase	b2600	JW2581	ECK2597
2738736	2739806	CDS	C	aroF	aroF	3-deoxy-D-arabinoheptulosonate-7-phosphate synthase%2C tyrosine-repressible	b2601	JW2582	ECK2598
2740016	2740381	CDS	D	yfiL	yfiL	hypothetical protein	b2602	JW5412	ECK2599
2740531	2741049	CDS	D	yfiR	yfiR	hypothetical protein	b2603	JW2584	ECK2600
2741039	2742265	CDS	D	yfiN	yfiN	predicted diguanylate cyclase	b2604	JW2585	ECK2601
2742281	2742763	CDS	D	yfiB	yfiB	predicted outer membrane lipoprotein	b2605	JW2586	ECK2602
2742839	2743186	CDS	C	rplS	rplS	50S ribosomal subunit protein L19	b2606	JW2587	ECK2603
2743228	2743995	CDS	C	trmD	trmD	tRNA (guanine-1-)-methyltransferase	b2607	JW2588	ECK2604
2744026	2744574	CDS	C	rimM	rimM	16S rRNA processing protein	b2608	JW5413	ECK2605
2744593	2744841	CDS	C	rpsP	rpsP	30S ribosomal subunit protein S16	b2609	JW2590	ECK2606
2745090	2746451	CDS	C	ffh	ffh	Signal Recognition Particle (SRP) component with 4.5S RNA (ffs)	b2610	JW5414	ECK2607
2746543	2747409	CDS	D	ypjD	ypjD	predicted inner membrane protein	b2611	JW2592	ECK2608
2747520	2748716	CDS	D	yfjD	yfjD	predicted inner membrane protein	b4461	JW5415	ECK2609
2748771	2749364	CDS	C	grpE	grpE	heat shock protein	b2614	JW2594	ECK2610
2749487	2750365	CDS	D	yfjB	yfjB	NAD kinase	b2615	JW2596	ECK2611
2750451	2752112	CDS	D	recN	recN	recombination and repair protein	b2616	JW5416	ECK2612
2752261	2752602	CDS	D	smpA	smpA	small membrane lipoprotein	b2617	JW2598	ECK2613
2752664	2752954	CDS	C	yfjF	yfjF	hypothetical protein	b2618	JW2599	ECK2614
2752944	2753420	CDS	C	yfjG	yfjG	conserved hypothetical protein	b2619	JW2600	ECK2615
2753552	2754034	CDS	D	smpB	smpB	trans-translation protein	b2620	JW2601	ECK2616
2754249	2754611	tmRNA	D	ssrA	ssrA	ssrA	b2621	JWR0055	ECK2617
2754815	2756056	CDS	D	intA	intA	integrase	b2622	JW2602	ECK2618
2756300	2757256	CDS	C	yfjH	yfjH	hypothetical protein	b2623	JW2603	ECK2619
2757300	2757512	CDS	D	alpA	alpA	DNA-binding transcriptional activator	b2624	JW2604	ECK2620
2757641	2759050	CDS	D	yfjI	yfjI	hypothetical protein	b2625	JW2605	ECK2621
2759203	2759829	CDS	D	yfjJ	yfjJ	hypothetical protein	b2626	JW2607	ECK2622
2760007	2762196	CDS	C	yfjK	yfjK	conserved hypothetical protein	b2627	JW2608	ECK2623
2762193	2763809	CDS	C	yfjL	yfjL	hypothetical protein	b2628	JW2609	ECK2624
2764169	2764432	CDS	C	yfjM	yfjM	hypothetical protein	b2629	JW2610	ECK2625
2764574	2765647	CDS	D	yfjN	yfjN	hypothetical protein	b2630	JW2611	ECK2626
2765640	2766011	CDS	D	yfjO	yfjO	hypothetical protein	b2631	JW5418	ECK2627
2766366	2767229	CDS	D	yfjP	yfjP	predicted GTP-binding protein	b2632	JW5419	ECK2628
2767321	2768142	CDS	D	yfjQ	yfjQ	hypothetical protein	b2633	JW2614	ECK2629
2768359	2769060	CDS	D	yfjR	yfjR	predicted DNA-binding transcriptional regulator	b2634	JW2615	ECK2630
2769101	2769337	CDS	D	ypjK	ypjK	predicted inner membrane protein	b2635	JW5888	ECK2631
2769337	2769780	CDS	D	yfjS	yfjS	hypothetical protein	b2636	JW5921	ECK2632
2769804	2770271	CDS	D	yfjT	yfjT	hypothetical protein	b2637	JW2618	ECK2633
2770496	2770810	CDS	C	yfjU	yfjU	conserved hypothetical protein	b2638	JW2619	ECK2634
2770823	2771341	CDS	C	ypjL	ypjL	predicted inner membrane protein	b2639	JW5922	ECK2635
2771492	2771692	CDS	C	yfjV	yfjV	hypothetical protein	b2640	JW2621	ECK2636
2771632	2771814	CDS	C	ypjM	ypjM	ypjM	b2641	JW5420	ECK2637
2771974	2773677	CDS	D	yfjW	yfjW	predicted inner membrane protein	b2642	JW2623	ECK2638
2774575	2775033	CDS	D	yfjX	yfjX	predicted antirestriction protein	b2643	JW2624	ECK2639
2775042	2775524	CDS	D	yfjY	yfjY	predicted DNA repair protein	b2644	JW2625	ECK2640
2775533	2775733	CDS	D	ypjJ	ypjJ	hypothetical protein	b4548	JW5421	ECK2641
2775771	2776088	CDS	D	yfjZ	yfjZ	antitoxin of the YpjF-YfjZ toxin-antitoxin system	b2645	JW2626	ECK2642
