"","ProbeName","Count","Count.gbkey","Gbkeys","IDs","ECKnbs","JWnbs","Bnbs","IStag"
"2216","elaC",1,1,"CDS","cds-BAA16095.2","ECK2262","JW2263","b2268",FALSE
"2217","elaD",1,1,"CDS","cds-BAE76677.1","ECK2263","JW5840","b2269",FALSE
"2218","yfbK",1,1,"CDS","cds-BAE76678.1","ECK2264","JW2265","b2270",FALSE
"2219","yfbL",1,1,"CDS","cds-BAE76679.1","ECK2265","JW2266","b2271",FALSE
"2220","yfbM",1,1,"CDS","cds-BAE76680.1","ECK2266","JW2267","b2272",FALSE
"2221","yfbN",1,1,"CDS","cds-BAE76681.1","ECK2267","JW2268","b2273",FALSE
"2222","yfbO",1,1,"CDS","cds-BAE76682.1","ECK2268","JW2269","b2274",FALSE
"2223","yfbP",1,1,"CDS","cds-BAE76683.1","ECK2269","JW2270","b2275",FALSE
"2224","nuoN",1,1,"CDS","cds-BAA16103.1","ECK2270","JW2271","b2276",FALSE
"2225","nuoM",1,1,"CDS","cds-BAA16105.1","ECK2271","JW2272","b2277",FALSE
"2226","nuoL",1,1,"CDS","cds-BAA16106.1","ECK2272","JW2273","b2278",FALSE
"2227","nuoK",1,1,"CDS","cds-BAA16107.2","ECK2273","JW2274","b2279",FALSE
"2228","nuoJ",1,1,"CDS","cds-BAA16108.1","ECK2274","JW2275","b2280",FALSE
"2229","nuoI",1,1,"CDS","cds-BAA16109.2","ECK2275","JW2276","b2281",FALSE
"2230","nuoH",1,1,"CDS","cds-BAA16110.1","ECK2276","JW2277","b2282",FALSE
"2231","nuoG",1,1,"CDS","cds-BAA16111.2","ECK2277","JW2278","b2283",FALSE
"2232","nuoF",1,1,"CDS","cds-BAA16113.1","ECK2278","JW2279","b2284",FALSE
"2233","nuoE",1,1,"CDS","cds-BAA16114.1","ECK2279","JW2280","b2285",FALSE
"2234","nuoC",1,1,"CDS","cds-BAA16115.2","ECK2280","JW5375","b2286",FALSE
"2235","nuoB",1,1,"CDS","cds-BAA16121.2","ECK2281","JW5875","b2287",FALSE
"2236","nuoA",1,1,"CDS","cds-BAA16123.1","ECK2282","JW2283","b2288",FALSE
"2237","lrhA",1,1,"CDS","cds-BAA16124.2","ECK2283","JW2284","b2289",FALSE
"2238","yfbQ",1,1,"CDS","cds-BAA16127.1","ECK2284","JW2287","b2290",FALSE
"2239","yfbR",1,1,"CDS","cds-BAE76684.1","ECK2285","JW2288","b2291",FALSE
"2240","yfbS",1,1,"CDS","cds-BAA16128.1","ECK2286","JW2289","b2292",FALSE
"2241","yfbT",1,1,"CDS","cds-BAA16129.2","ECK2287","JW5376","b2293",FALSE
"2242","yfbU",1,1,"CDS","cds-BAE76685.1","ECK2288","JW2291","b2294",FALSE
"2243","yfbV",1,1,"CDS","cds-BAA16130.1","ECK2289","JW2292","b2295",FALSE
"2244","ackA",1,1,"CDS","cds-BAA16135.1","ECK2290","JW2293","b2296",FALSE
"2245","pta",1,1,"CDS","cds-BAA16136.2","ECK2291","JW2294","b2297",FALSE
"2246","yfcC",1,1,"CDS","cds-BAA16137.1","ECK2292","JW2295","b2298",FALSE
"2247","yfcD",1,1,"CDS","cds-BAE76686.1","ECK2293","JW2296","b2299",FALSE
"2248","yfcE",1,1,"CDS","cds-BAE76687.1","ECK2294","JW5377","b2300",FALSE
"2249","yfcF",1,1,"CDS","cds-BAA16138.1","ECK2295","JW2298","b2301",FALSE
"2250","yfcG",1,1,"CDS","cds-BAA16139.1","ECK2296","JW2299","b2302",FALSE
"2251","folX",1,1,"CDS","cds-BAA16140.1","ECK2297","JW2300","b2303",FALSE
"2252","yfcH",1,1,"CDS","cds-BAA16141.1","ECK2298","JW2301","b2304",FALSE
"2253","yfcI",1,1,"CDS","cds-BAA16142.1","ECK2299","JW2302","b2305",FALSE
"2254","hisP",1,1,"CDS","cds-BAA16143.1","ECK2300","JW2303","b2306",FALSE
"2255","hisM",1,1,"CDS","cds-BAA16153.1","ECK2301","JW2304","b2307",FALSE
"2256","hisQ",1,1,"CDS","cds-BAA16154.1","ECK2302","JW2305","b2308",FALSE
"2257","hisJ",1,1,"CDS","cds-BAA16155.1","ECK2303","JW2306","b2309",FALSE
"2258","argT",1,1,"CDS","cds-BAA16156.1","ECK2304","JW2307","b2310",FALSE
"2259","ubiX",1,1,"CDS","cds-BAA16157.1","ECK2305","JW2308","b2311",FALSE
"2260","purF",1,1,"CDS","cds-BAA16158.2","ECK2306","JW2309","b2312",FALSE
"2261","cvpA",1,1,"CDS","cds-BAA16159.1","ECK2307","JW2310","b2313",FALSE
"2262","dedD",1,1,"CDS","cds-BAA16162.2","ECK2308","JW5378","b2314",FALSE
"2263","folC",1,1,"CDS","cds-BAA16164.1","ECK2309","JW2312","b2315",FALSE
"2264","accD",1,1,"CDS","cds-BAA16173.1","ECK2310","JW2313","b2316",FALSE
"2265","dedA",1,1,"CDS","cds-BAA16174.1","ECK2311","JW2314","b2317",FALSE
"2266","truA",1,1,"CDS","cds-BAA16175.1","ECK2312","JW2315","b2318",FALSE
"2267","usg",1,1,"CDS","cds-BAA16176.1","ECK2313","JW2316","b2319",FALSE
"2268","pdxB",1,1,"CDS","cds-BAA16177.1","ECK2314","JW2317","b2320",FALSE
"2269","flk",1,1,"CDS","cds-BAA16178.1","ECK2315","JW2318","b2321",FALSE
"2270","yfcJ",1,1,"CDS","cds-BAA16179.1","ECK2316","JW2319","b2322",FALSE
"2271","fabB",1,1,"CDS","cds-BAA16180.1","ECK2317","JW2320","b2323",FALSE
"2272","trmC",1,1,"CDS","cds-BAA16181.2","ECK2318","JW5380","b2324",FALSE
"2273","yfcL",1,1,"CDS","cds-BAE76688.1","ECK2319","JW2322","b2325",FALSE
"2274","yfcM",1,1,"CDS","cds-BAA16182.2","ECK2320","JW5381","b2326",FALSE
"2275","yfcA",1,1,"CDS","cds-BAA16183.1","ECK2321","JW2324","b2327",FALSE
"2276","mepA",1,1,"CDS","cds-BAA16184.1","ECK2322","JW2325","b2328",FALSE
"2277","aroC",1,1,"CDS","cds-BAA16185.2","ECK2323","JW2326","b2329",FALSE
"2278","prmB",1,1,"CDS","cds-BAA16188.2","ECK2324","JW5841","b2330",FALSE
"2279","yfcN",1,1,"CDS","cds-BAA16189.1","ECK2325","JW2328","b2331",FALSE
"2280","yfcO",1,1,"CDS","cds-BAE76689.1","ECK2326","JW2329","b2332",FALSE
"2281","yfcP",1,1,"CDS","cds-BAE76690.1","ECK2327","JW2330","b2333",FALSE
"2282","yfcQ",1,1,"CDS","cds-BAE76691.1","ECK2328","JW2331","b2334",FALSE
"2283","yfcR",1,1,"CDS","cds-BAE76692.1","ECK2329","JW2332","b2335",FALSE
"2284","yfcS",1,1,"CDS","cds-BAA16190.1","ECK2330","JW2333","b2336",FALSE
"2285","yfcT",1,1,"CDS","cds-BAA16191.1","ECK2331","JW2334","b2337",FALSE
"2286","yfcU",1,1,"CDS","cds-BAA16192.1","ECK2332","JW2335","b2338",FALSE
"2287","yfcV",1,1,"CDS","cds-BAA16193.1","ECK2333","JW2336","b2339",FALSE
"2288","sixA",1,1,"CDS","cds-BAA16194.2","ECK2334","JW2337","b2340",FALSE
"2289","yfcX",1,1,"CDS","cds-BAA16195.1","ECK2335","JW2338","b2341",FALSE
"2290","yfcY",1,1,"CDS","cds-BAA16197.2","ECK2336","JW2339","b2342",FALSE
"2291","yfcZ",1,1,"CDS","cds-BAA16198.1","ECK2337","JW2340","b2343",FALSE
"2292","fadL",1,1,"CDS","cds-BAA16205.1","ECK2338","JW2341","b2344",FALSE
"2293","yfdF",1,1,"CDS","cds-BAE76693.1","ECK2339","JW2342","b2345",FALSE
"2294","vacJ",1,1,"CDS","cds-BAA16206.2","ECK2340","JW2343","b2346",FALSE
"2295","yfdC",1,1,"CDS","cds-BAA16207.1","ECK2341","JW2344","b2347",FALSE
"2296","argW",1,2,"tRNA,tRNA","rna-argW,exon-argW-1","ECK2342","JWR0044","b2348",FALSE
"2297","intS",1,1,"CDS","cds-BAA16208.1","ECK2343","JW2345","b2349",FALSE
"2298","yfdG",1,1,"CDS","cds-BAA16209.1","ECK2344","JW2346","b2350",FALSE
"2299","yfdH",1,1,"CDS","cds-BAA16210.1","ECK2345","JW2347","b2351",FALSE
"2300","yfdI",1,1,"CDS","cds-BAE76694.1","ECK2346","JW5382","b2352",FALSE
"2301","tfaS",1,1,"CDS","cds-tfaS","ECK2347","JW5383","b2353",FALSE
"2302","yfdK",1,1,"CDS","cds-BAA16214.1","ECK2348","JW2350","b2354",FALSE
"2303","yfdL",1,1,"CDS","cds-BAE76695.1","ECK2349","JW5384","b2355",FALSE
"2304","yfdM",1,1,"CDS","cds-BAE76696.1","ECK2350","JW2352","b2356",FALSE
"2305","yfdN",1,1,"CDS","cds-BAE76697.1","ECK2351","JW5385","b2357",FALSE
"2306","yfdO",1,1,"CDS","cds-BAA16223.2","ECK2352","JW2355","b2358",FALSE
"2307","yfdP",1,1,"CDS","cds-BAE76698.1","ECK2353","JW2356","b2359",FALSE
"2308","yfdQ",1,1,"CDS","cds-BAE76699.1","ECK2354","JW2357","b2360",FALSE
"2309","yfdR",1,1,"CDS","cds-BAE76700.1","ECK2355","JW2358","b2361",FALSE
"2310","yfdS",1,1,"CDS","cds-BAE76701.1","ECK2356","JW2359","b2362",FALSE
"2311","yfdT",1,1,"CDS","cds-BAE76702.1","ECK2357","JW5887","b2363",FALSE
"2312","ypdJ",1,1,"CDS","cds-BAE76703.1","ECK2358","JW5386","b4545",FALSE
"2313","torI",1,1,"CDS","cds-BAE76704.1","ECK2359","JW5387","b4501",FALSE
"2314","dsdC",1,1,"CDS","cds-BAA16224.1","ECK2360","JW2361","b2364",FALSE
"2315","dsdX",1,1,"CDS","cds-BAA16225.1","ECK2361","JW2362","b2365",FALSE
"2316","dsdA",1,1,"CDS","cds-BAA16229.1","ECK2362","JW2363","b2366",FALSE
"2317","emrY",1,1,"CDS","cds-BAA16230.1","ECK2363","JW2364","b2367",FALSE
"2318","emrK",1,1,"CDS","cds-BAA16239.2","ECK2364","JW2365","b2368",FALSE
"2319","evgA",1,1,"CDS","cds-BAA16240.1","ECK2365","JW2366","b2369",FALSE
"2320","evgS",1,1,"CDS","cds-BAA16241.1","ECK2366","JW2367","b2370",FALSE
"2321","yfdE",1,1,"CDS","cds-BAA16242.1","ECK2367","JW2368","b2371",FALSE
"2322","yfdV",1,1,"CDS","cds-BAA16243.2","ECK2368","JW2369","b2372",FALSE
"2323","oxc",1,1,"CDS","cds-BAA16245.2","ECK2369","JW2370","b2373",FALSE
"2324","frc",1,1,"CDS","cds-BAA16247.1","ECK2370","JW2371","b2374",FALSE
"2325","yfdX",1,1,"CDS","cds-BAE76705.1","ECK2371","JW2372","b2375",FALSE
"2326","ypdI",1,1,"CDS","cds-BAE76706.1","ECK2372","JW2373","b2376",FALSE
"2327","yfdY",1,1,"CDS","cds-BAE76707.1","ECK2373","JW2374","b2377",FALSE
"2328","ddg",1,1,"CDS","cds-BAA16248.1","ECK2374","JW2375","b2378",FALSE
"2329","yfdZ",1,1,"CDS","cds-BAA16249.1","ECK2375","JW2376","b2379",FALSE
"2330","ypdA",1,1,"CDS","cds-BAA16250.2","ECK2376","JW5388","b2380",FALSE
"2331","ypdB",1,1,"CDS","cds-BAA16251.1","ECK2377","JW2378","b2381",FALSE
"2332","ypdC",1,1,"CDS","cds-BAA16252.1","ECK2378","JW2379","b2382",FALSE
"2333","ypdD",1,1,"CDS","cds-BAA16253.1","ECK2379","JW2380","b2383",FALSE
"2334","ypdE",1,1,"CDS","cds-BAA16254.1","ECK2380","JW2381","b2384",FALSE
"2335","ypdF",1,1,"CDS","cds-BAA16255.2","ECK2381","JW2382","b2385",FALSE
"2336","ypdG",1,1,"CDS","cds-BAA16256.1","ECK2382","JW2383","b2386",FALSE
"2337","ypdH",1,1,"CDS","cds-BAA16257.2","ECK2383","JW5389","b2387",FALSE
"2338","glk",1,1,"CDS","cds-BAA16258.1","ECK2384","JW2385","b2388",FALSE
"2339","yfeO",1,1,"CDS","cds-BAE76708.1","ECK2385","JW2386","b2389",FALSE
"2340","ypeC",1,1,"CDS","cds-BAE76709.1","ECK2386","JW2387","b2390",FALSE
"2341","mntH",1,1,"CDS","cds-BAA16262.1","ECK2387","JW2388","b2392",FALSE
"2342","nupC",1,1,"CDS","cds-BAA16263.1","ECK2388","JW2389","b2393",FALSE
"2343","yfeA",1,1,"CDS","cds-BAA16267.2","ECK2389","JW5391","b2395",FALSE
"2344","alaX",1,2,"tRNA,tRNA","rna-alaX,exon-alaX-1","ECK2390","JWR0046","b2396",FALSE
"2345","alaW",1,2,"tRNA,tRNA","rna-alaW,exon-alaW-1","ECK2391","JWR0045","b2397",FALSE
"2346","yfeC",1,1,"CDS","cds-BAA16269.2","ECK2392","JW2393","b2398",FALSE
"2347","yfeD",1,1,"CDS","cds-BAA16271.1","ECK2393","JW2394","b2399",FALSE
"2348","gltX",1,1,"CDS","cds-BAA16272.1","ECK2394","JW2395","b2400",FALSE
"2349","valU",1,2,"tRNA,tRNA","rna-valU,exon-valU-1","ECK2395","JWR0047","b2401",FALSE
"2350","valX",1,2,"tRNA,tRNA","rna-valX,exon-valX-1","ECK2396","JWR0048","b2402",FALSE
"2351","valY",1,2,"tRNA,tRNA","rna-valY,exon-valY-1","ECK2397","JWR0049","b2403",FALSE
"2352","lysV",1,2,"tRNA,tRNA","rna-lysV,exon-lysV-1","ECK2398","JWR0050","b2404",FALSE
"2353","xapR",1,1,"CDS","cds-BAA16273.1","ECK2399","JW2396","b2405",FALSE
"2354","xapB",1,1,"CDS","cds-BAA16274.1","ECK2400","JW2397","b2406",FALSE
"2355","xapA",1,1,"CDS","cds-BAA16275.1","ECK2401","JW2398","b2407",FALSE
"2356","yfeN",1,1,"CDS","cds-BAA16279.1","ECK2402","JW2399","b2408",FALSE
"2357","yfeR",1,1,"CDS","cds-BAA16280.1","ECK2403","JW2400","b2409",FALSE
"2358","yfeH",1,1,"CDS","cds-BAA16281.2","ECK2404","JW5876","b2410",FALSE
"2359","ypeB",1,1,"CDS","cds-BAE76710.1","ECK2405","JW5877","b4546",FALSE
"2360","ligA",1,1,"CDS","cds-BAA16282.2","ECK2406","JW2403","b2411",FALSE
"2361","zipA",1,1,"CDS","cds-BAA16284.1","ECK2407","JW2404","b2412",FALSE
"2362","cysZ",1,1,"CDS","cds-BAA16287.2","ECK2408","JW2406","b2413",FALSE
"2363","cysK",1,1,"CDS","cds-BAA16288.2","ECK2409","JW2407","b2414",FALSE
"2364","ptsH",1,1,"CDS","cds-BAA16289.1","ECK2410","JW2408","b2415",FALSE
"2365","ptsI",1,1,"CDS","cds-BAA16290.1","ECK2411","JW2409","b2416",FALSE
"2366","crr",1,1,"CDS","cds-BAA16291.1","ECK2412","JW2410","b2417",FALSE
"2367","pdxK",1,1,"CDS","cds-BAA16292.1","ECK2413","JW2411","b2418",FALSE
"2368","yfeK",1,1,"CDS","cds-BAA16293.1","ECK2414","JW2412","b2419",FALSE
"2369","yfeS",1,1,"CDS","cds-BAA16294.1","ECK2415","JW2413","b2420",FALSE
"2370","cysM",1,1,"CDS","cds-BAA16295.1","ECK2416","JW2414","b2421",FALSE
"2371","cysA",1,1,"CDS","cds-BAA16296.1","ECK2417","JW2415","b2422",FALSE
"2372","cysW",1,1,"CDS","cds-BAA16297.1","ECK2418","JW2416","b2423",FALSE
"2373","cysU",1,1,"CDS","cds-BAA16298.1","ECK2419","JW2417","b2424",FALSE
"2374","cysP",1,1,"CDS","cds-BAA16299.1","ECK2420","JW2418","b2425",FALSE
"2375","ucpA",1,1,"CDS","cds-BAA16309.2","ECK2421","JW5394","b2426",FALSE
"2376","yfeT",1,1,"CDS","cds-BAA16310.1","ECK2422","JW2420","b2427",FALSE
"2377","yfeU",1,1,"CDS","cds-BAA16312.2","ECK2423","JW2421","b2428",FALSE
"2378","murP",1,1,"CDS","cds-BAA16313.1","ECK2424","JW2422","b2429",FALSE
"2379","yfeW",1,1,"CDS","cds-BAA16314.2","ECK2425","JW5395","b2430",FALSE
"2380","yfeX",1,1,"CDS","cds-BAE76711.1","ECK2426","JW2424","b2431",FALSE
"2381","yfeY",1,1,"CDS","cds-BAE76712.1","ECK2427","JW2425","b2432",FALSE
"2382","yfeZ",1,1,"CDS","cds-BAE76713.1","ECK2428","JW2426","b2433",FALSE
"2383","ypeA",1,1,"CDS","cds-BAE76714.1","ECK2429","JW2427","b2434",FALSE
"2384","amiA",1,1,"CDS","cds-BAA16318.1","ECK2430","JW2428","b2435",FALSE
"2385","hemF",1,1,"CDS","cds-BAA16319.1","ECK2431","JW2429","b2436",FALSE
"2386","yfeG",1,1,"CDS","cds-BAA16320.1","ECK2432","JW2430","b2437",FALSE
"2387","yffI",1,1,"CDS","cds-BAA16321.1","ECK2433","JW2431","b2438",FALSE
"2388","eutL",1,1,"CDS","cds-BAE76715.1","ECK2434","JW2432","b2439",FALSE
"2389","eutC",1,1,"CDS","cds-BAA16322.1","ECK2435","JW2433","b2440",FALSE
"2390","eutB",1,1,"CDS","cds-BAA16323.1","ECK2436","JW2434","b2441",FALSE
"2391","eutA",1,1,"CDS","cds-BAE76716.1","ECK2446","JW2435","b2451",FALSE
"2392","eutH",1,1,"CDS","cds-BAA16330.2","ECK2447","JW2436","b2452",FALSE
"2393","eutG",1,1,"CDS","cds-BAA16331.1","ECK2448","JW2437","b2453",FALSE
"2394","eutJ",1,1,"CDS","cds-BAA16332.1","ECK2449","JW2438","b2454",FALSE
"2395","eutE",1,1,"CDS","cds-BAA16333.1","ECK2450","JW2439","b2455",FALSE
"2396","cchB",1,1,"CDS","cds-BAA16334.1","ECK2451","JW2440","b2456",FALSE
"2397","cchA",1,1,"CDS","cds-BAA16335.2","ECK2452","JW2441","b2457",FALSE
"2398","eutI",1,1,"CDS","cds-BAA16336.1","ECK2453","JW2442","b2458",FALSE
"2399","eutT",1,1,"CDS","cds-BAE76717.1","ECK2454","JW2443","b2459",FALSE
"2400","eutQ",1,1,"CDS","cds-BAE76718.1","ECK2455","JW2444","b2460",FALSE
"2401","eutP",1,1,"CDS","cds-BAE76719.1","ECK2456","JW2445","b2461",FALSE
"2402","ypfE",1,1,"CDS","cds-BAE76720.1","ECK2457","JW2446","b2462",FALSE
"2403","maeB",1,1,"CDS","cds-BAA16337.2","ECK2458","JW2447","b2463",FALSE
"2404","talA",1,1,"CDS","cds-BAA16339.1","ECK2459","JW2448","b2464",FALSE
"2405","tktB",1,1,"CDS","cds-BAA16340.1","ECK2460","JW2449","b2465",FALSE
"2406","ypfG",1,1,"CDS","cds-BAE76721.1","ECK2461","JW2450","b2466",FALSE
"2407","yffH",1,1,"CDS","cds-BAA16341.1","ECK2462","JW2451","b2467",FALSE
"2408","aegA",1,1,"CDS","cds-BAA16342.2","ECK2463","JW2452","b2468",FALSE
"2409","narQ",1,1,"CDS","cds-BAA16343.1","ECK2464","JW2453","b2469",FALSE
"2410","acrD",1,1,"CDS","cds-BAA16344.1","ECK2465","JW2454","b2470",FALSE
"2411","yffB",1,1,"CDS","cds-BAA16345.1","ECK2466","JW2455","b2471",FALSE
"2412","dapE",1,1,"CDS","cds-BAA16346.1","ECK2467","JW2456","b2472",FALSE
"2413","ypfN",1,1,"CDS","cds-BAA16347.1","ECK2468","JW2457","b4547",FALSE
"2414","ypfH",1,1,"CDS","cds-BAE76722.1","ECK2469","JW5396","b2473",FALSE
"2415","ypfI",1,1,"CDS","cds-BAA16352.2","ECK2470","JW2459","b2474",FALSE
"2416","ypfJ",1,1,"CDS","cds-BAE76723.1","ECK2471","JW2460","b2475",FALSE
"2417","purC",1,1,"CDS","cds-BAA16353.1","ECK2472","JW2461","b2476",FALSE
"2418","nlpB",1,1,"CDS","cds-BAA16354.1","ECK2473","JW2462","b2477",FALSE
"2419","dapA",1,1,"CDS","cds-BAA16355.1","ECK2474","JW2463","b2478",FALSE
"2420","gcvR",1,1,"CDS","cds-BAA16356.2","ECK2475","JW2464","b2479",FALSE
"2421","bcp",1,1,"CDS","cds-BAA16358.1","ECK2476","JW2465","b2480",FALSE
"2422","hyfA",1,1,"CDS","cds-BAA16359.1","ECK2477","JW2466","b2481",FALSE
"2423","hyfB",1,1,"CDS","cds-BAA16360.1","ECK2478","JW2467","b2482",FALSE
"2424","hyfC",1,1,"CDS","cds-BAA16361.2","ECK2479","JW2468","b2483",FALSE
"2425","hyfD",1,1,"CDS","cds-BAA16372.1","ECK2480","JW2469","b2484",FALSE
"2426","hyfE",1,1,"CDS","cds-BAA16373.1","ECK2481","JW2470","b2485",FALSE
"2427","hyfF",1,1,"CDS","cds-BAA16374.1","ECK2482","JW2471","b2486",FALSE
"2428","hyfG",1,1,"CDS","cds-BAA16375.2","ECK2483","JW2472","b2487",FALSE
"2429","hyfH",1,1,"CDS","cds-BAA16376.1","ECK2484","JW2473","b2488",FALSE
"2430","hyfI",1,1,"CDS","cds-BAA16377.2","ECK2485","JW5805","b2489",FALSE
"2431","hyfJ",1,1,"CDS","cds-BAA16378.1","ECK2486","JW2475","b2490",FALSE
"2432","hyfR",1,1,"CDS","cds-BAA16380.2","ECK2487","JW2476","b2491",FALSE
"2433","focB",1,1,"CDS","cds-BAA16381.1","ECK2488","JW2477","b2492",FALSE
"2434","yfgO",1,1,"CDS","cds-BAA16382.1","ECK2489","JW2478","b2493",FALSE
"2435","yfgC",1,1,"CDS","cds-BAE76724.1","ECK2490","JW2479","b2494",FALSE
"2436","yfgD",1,1,"CDS","cds-BAA16383.2","ECK2491","JW2480","b2495",FALSE
"2437","hda",1,1,"CDS","cds-BAA16384.2","ECK2492","JW5397","b2496",FALSE
"2438","uraA",1,1,"CDS","cds-BAA16385.1","ECK2493","JW2482","b2497",FALSE
"2439","upp",1,1,"CDS","cds-BAA16386.1","ECK2494","JW2483","b2498",FALSE
"2440","purM",1,1,"CDS","cds-BAA16387.1","ECK2495","JW2484","b2499",FALSE
"2441","purN",1,1,"CDS","cds-BAA16388.1","ECK2496","JW2485","b2500",FALSE
"2442","ppk",1,1,"CDS","cds-BAA16389.1","ECK2497","JW2486","b2501",FALSE
"2443","ppx",1,1,"CDS","cds-BAA16390.1","ECK2498","JW2487","b2502",FALSE
"2444","yfgF",1,1,"CDS","cds-BAA16393.1","ECK2499","JW2488","b2503",FALSE
"2445","yfgG",1,1,"CDS","cds-BAE76725.1","ECK2500","JW5399","b2504",FALSE
"2446","yfgH",1,1,"CDS","cds-BAE76726.1","ECK2501","JW5400","b2505",FALSE
"2447","yfgI",1,1,"CDS","cds-BAE76727.1","ECK2502","JW2490","b2506",FALSE
"2448","guaA",1,1,"CDS","cds-BAA16394.1","ECK2503","JW2491","b2507",FALSE
"2449","guaB",1,1,"CDS","cds-BAA16395.2","ECK2504","JW5401","b2508",FALSE
"2450","xseA",1,1,"CDS","cds-BAA16396.1","ECK2505","JW2493","b2509",FALSE
"2451","yfgJ",1,1,"CDS","cds-BAE76728.1","ECK2506","JW5402","b2510",FALSE
"2452","der",1,1,"CDS","cds-BAA16397.2","ECK2507","JW5403","b2511",FALSE
"2453","yfgL",1,1,"CDS","cds-BAA16398.1","ECK2508","JW2496","b2512",FALSE
"2454","yfgM",1,1,"CDS","cds-BAA16399.2","ECK2509","JW2497","b2513",FALSE
"2455","hisS",1,1,"CDS","cds-BAA16401.1","ECK2510","JW2498","b2514",FALSE
"2456","ispG",1,1,"CDS","cds-BAA16402.2","ECK2511","JW2499","b2515",FALSE
"2457","yfgA",1,1,"CDS","cds-BAA16403.1","ECK2512","JW2500","b2516",FALSE
"2458","yfgB",1,1,"CDS","cds-BAA16404.1","ECK2513","JW2501","b2517",FALSE
"2459","ndk",1,1,"CDS","cds-BAA16405.1","ECK2514","JW2502","b2518",FALSE
"2460","pbpC",1,1,"CDS","cds-BAA16410.2","ECK2515","JW2503","b2519",FALSE
"2461","yfhM",1,1,"CDS","cds-BAE76729.1","ECK2516","JW2504","b2520",FALSE
"2462","sseA",1,1,"CDS","cds-BAA16411.2","ECK2517","JW2505","b2521",FALSE
"2463","ryfA",1,2,"misc_RNA,misc_RNA","rna-ryfA,exon-ryfA-1","ECK2518","JWR0244","b4440",FALSE
"2464","sseB",1,1,"CDS","cds-BAA16412.2","ECK2519","JW5404","b2522",FALSE
"2465","pepB",1,1,"CDS","cds-BAA16413.1","ECK2520","JW2507","b2523",FALSE
"2466","yfhJ",1,1,"CDS","cds-BAA16414.1","ECK2521","JW2508","b2524",FALSE
"2467","fdx",1,1,"CDS","cds-BAA16415.1","ECK2522","JW2509","b2525",FALSE
"2468","hscA",1,1,"CDS","cds-BAA16420.1","ECK2523","JW2510","b2526",FALSE
"2469","hscB",1,1,"CDS","cds-BAA16421.1","ECK2524","JW2511","b2527",FALSE
"2470","iscA",1,1,"CDS","cds-BAA16422.1","ECK2525","JW2512","b2528",FALSE
"2471","iscU",1,1,"CDS","cds-BAA16423.1","ECK2526","JW2513","b2529",FALSE
"2472","iscS",1,1,"CDS","cds-BAA16424.1","ECK2527","JW2514","b2530",FALSE
"2473","iscR",1,1,"CDS","cds-BAA16425.1","ECK2528","JW2515","b2531",FALSE
"2474","yfhQ",1,1,"CDS","cds-BAA16426.1","ECK2529","JW2516","b2532",FALSE
"2475","suhB",1,1,"CDS","cds-BAA16427.1","ECK2530","JW2517","b2533",FALSE
"2476","yfhR",1,1,"CDS","cds-BAA16428.1","ECK2531","JW2518","b2534",FALSE
"2477","csiE",1,1,"CDS","cds-BAA16429.2","ECK2532","JW5878","b2535",FALSE
"2478","hcaT",1,1,"CDS","cds-BAA16431.1","ECK2533","JW2520","b2536",FALSE
"2479","hcaR",1,1,"CDS","cds-BAA16432.2","ECK2534","JW2521","b2537",FALSE
"2480","hcaE",1,1,"CDS","cds-BAA16441.1","ECK2535","JW2522","b2538",FALSE
"2481","hcaF",1,1,"CDS","cds-BAA16442.1","ECK2536","JW2523","b2539",FALSE
"2482","hcaC",1,1,"CDS","cds-BAA16443.1","ECK2537","JW2524","b2540",FALSE
"2483","hcaB",1,1,"CDS","cds-BAA16444.1","ECK2538","JW2525","b2541",FALSE
"2484","hcaD",1,1,"CDS","cds-BAA16445.1","ECK2539","JW2526","b2542",FALSE
"2485","yphA",1,1,"CDS","cds-BAA16446.1","ECK2540","JW2527","b2543",FALSE
"2486","yphB",1,1,"CDS","cds-BAE76730.1","ECK2541","JW2528","b2544",FALSE
"2487","yphC",1,1,"CDS","cds-BAA16447.2","ECK2542","JW5842","b2545",FALSE
"2488","yphD",1,1,"CDS","cds-BAA16448.1","ECK2543","JW2530","b2546",FALSE
"2489","yphE",1,1,"CDS","cds-BAA16449.1","ECK2544","JW2531","b2547",FALSE
"2490","yphF",1,1,"CDS","cds-BAA16457.1","ECK2545","JW2532","b2548",FALSE
"2491","yphG",1,1,"CDS","cds-BAE76731.1","ECK2546","JW5405","b2549",FALSE
"2492","yphH",1,1,"CDS","cds-BAA16458.2","ECK2547","JW5406","b2550",FALSE
"2493","glyA",1,1,"CDS","cds-BAA16459.1","ECK2548","JW2535","b2551",FALSE
"2494","hmp",1,1,"CDS","cds-BAA16460.1","ECK2549","JW2536","b2552",FALSE
"2495","glnB",1,1,"CDS","cds-BAA16461.1","ECK2550","JW2537","b2553",FALSE
"2496","yfhA",1,1,"CDS","cds-BAA16462.1","ECK2551","JW2538","b2554",FALSE
"2497","yfhG",1,1,"CDS","cds-BAA16463.2","ECK2552","JW2539","b2555",FALSE
"2498","yfhK",1,1,"CDS","cds-BAE76732.1","ECK2553","JW5407","b2556",FALSE
"2499","purL",1,1,"CDS","cds-BAE76733.1","ECK2555","JW2541","b2557",FALSE
"2500","yfhD",1,1,"CDS","cds-BAE76734.1","ECK2556","JW2542","b2558",FALSE
